MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
CAPELA DO ALTO ALEGRE,3169,1457,2024,1
CAPIM GROSSO,18581,7756,2024,1
CARAIBAS,1617,406,2024,1
CARAVELAS,3720,1152,2024,1
CARDEAL DA SILVA,1580,547,2024,1
CARINHANHA,6528,3077,2024,1
CASA NOVA,17293,8206,2024,1
CASTRO ALVES,6600,2737,2024,1
CATOLANDIA,587,228,2024,1
CATU,19224,4872,2024,1
CATURAMA,2289,979,2024,1
CENTRAL,4002,1404,2024,1
CHORROCHO,1523,666,2024,1
CICERO DANTAS,11795,5781,2024,1
CIPO,7078,3682,2024,1
COARACI,4626,1494,2024,1
COCOS,5901,2691,2024,1
CONCEICAO DA FEIRA,6101,2565,2024,1
CONCEICAO DO ALMEIDA,4190,1641,2024,1
CONCEICAO DO COITE,29078,9717,2024,1
CONCEICAO DO JACUIPE,14846,5231,2024,1
CONDE,4354,2084,2024,1
CONDEUBA,4212,1253,2024,1
CONTENDAS DO SINCORA,1054,455,2024,1
CORACAO DE MARIA,7372,3159,2024,1
CORDEIROS,1914,591,2024,1
CORIBE,3755,1666,2024,1
CORONEL JOAO SA,2732,2154,2024,1
CORRENTINA,11648,5631,2024,1
COTEGIPE,2601,1039,2024,1
CRAVOLANDIA,791,322,2024,1
CRISOPOLIS,4710,2551,2024,1
CRISTOPOLIS,3324,1059,2024,1
CRUZ DAS ALMAS,35642,14747,2024,1
CURACA,4847,2346,2024,1
DARIO MEIRA,1552,581,2024,1
DIAS D'AVILA,26125,5521,2024,1
DOM BASILIO,5467,2742,2024,1
DOM MACEDO COSTA,1241,537,2024,1
ELISIO MEDRADO,2189,909,2024,1
ENCRUZILHADA,3735,1223,2024,1
ENTRE RIOS,11110,3932,2024,1
ERICO CARDOSO,2667,1208,2024,1
ESPLANADA,8331,3036,2024,1
EUCLIDES DA CUNHA,18416,7792,2024,1
EUNAPOLIS,59073,19776,2024,1
FATIMA,3064,1740,2024,1
FEIRA DA MATA,1270,588,2024,1
FEIRA DE SANTANA,344040,94761,2024,1
FILADELFIA,4760,2257,2024,1
FIRMINO ALVES,907,270,2024,1
FLORESTA AZUL,1721,582,2024,1
FORMOSA DO RIO PRETO,6507,2146,2024,1
GANDU,12361,4335,2024,1
GAVIAO,1197,490,2024,1
GENTIO DO OURO,2070,806,2024,1
GLORIA,4306,2083,2024,1
GONGOGI,841,263,2024,1
GOVERNADOR MANGABEIRA,8319,3193,2024,1
GUAJERU,1463,475,2024,1
GUANAMBI,57420,23187,2024,1
GUARATINGA,4465,2170,2024,1
HELIOPOLIS,2169,1056,2024,1
IACU,6388,2605,2024,1
IBIASSUCE,3151,962,2024,1
IBICARAI,5801,1790,2024,1
IBICOARA,6572,2197,2024,1
IBICUI,3232,1345,2024,1
IBIPEBA,3116,999,2024,1
IBIPITANGA,5299,2474,2024,1
IBIQUERA,625,251,2024,1
IBIRAPITANGA,3308,1009,2024,1
IBIRAPUA,2539,917,2024,1
IBIRATAIA,5091,2217,2024,1
IBITIARA,4887,1862,2024,1
IBITITA,3579,1117,2024,1
IBOTIRAMA,12402,4734,2024,1
ICHU,2120,1010,2024,1
IGAPORA,3575,918,2024,1
IGRAPIUNA,2060,991,2024,1
IGUAI,4242,1736,2024,1
ILHEUS,53412,14877,2024,1
INHAMBUPE,10958,4886,2024,1
IPECAETA,2108,935,2024,1
IPIAU,17578,6858,2024,1
IPIRA,20525,10463,2024,1
IPUPIARA,3087,1238,2024,1
IRAJUBA,1376,480,2024,1
IRAMAIA,1615,615,2024,1
IRAQUARA,5967,1817,2024,1
IRARA,8890,3772,2024,1
IRECE,42804,16251,2024,1
ITABELA,10750,4340,2024,1
ITABERABA,29472,12034,2024,1
ITABUNA,90527,26142,2024,1
ITACARE,4292,1641,2024,1
ITAETE,3086,1372,2024,1
ITAGI,2364,1140,2024,1
ITAGIBA,2786,966,2024,1
ITAGIMIRIM,1686,512,2024,1
ITAGUACU DA BAHIA,1961,755,2024,1
ITAJU DO COLONIA,1026,500,2024,1
ITAJUIPE,4816,1554,2024,1
ITAMARAJU,27469,11093,2024,1
ITAMARI,1828,955,2024,1
ITAMBE,3856,1252,2024,1
ITANAGRA,839,338,2024,1
ITANHEM,5872,2541,2024,1
ITAPARICA,3810,1157,2024,1
ITAPE,1932,857,2024,1
ITAPEBI,1699,502,2024,1
ITAPETINGA,23910,9166,2024,1
ITAPICURU,3205,1652,2024,1
ITAPITANGA,1137,485,2024,1
ITAQUARA,1283,395,2024,1
ITARANTIM,3990,1939,2024,1
ITATIM,5731,2048,2024,1
ITIRUCU,3282,1089,2024,1
ITIUBA,8039,3616,2024,1
ITORORO,4266,1321,2024,1
ITUACU,5635,2225,2024,1
ITUBERA,7038,3150,2024,1
IUIU,2553,1347,2024,1
JABORANDI,2629,1258,2024,1
JACARACI,2792,646,2024,1
JACOBINA,37819,14476,2024,1
JAGUAQUARA,16704,6698,2024,1
JAGUARARI,10398,3466,2024,1
JAGUARIPE,2526,1143,2024,1
JANDAIRA,1100,486,2024,1
JEQUIE,79572,29639,2024,1
JEREMOABO,11179,6464,2024,1
JIQUIRICA,4429,2222,2024,1
JITAUNA,2578,1024,2024,1
JOAO DOURADO,6701,2301,2024,1
JUAZEIRO,125454,48256,2024,1
JUCURUCU,1885,1195,2024,1
JUSSARA,4214,1922,2024,1
JUSSARI,1066,472,2024,1
JUSSIAPE,2690,1368,2024,1
LAFAIETE COUTINHO,831,370,2024,1
LAGEDO DO TABOCAL,1672,648,2024,1
LAGOA REAL,2739,596,2024,1
LAJE,6239,3048,2024,1
LAJEDAO,1053,294,2024,1
LAJEDINHO,651,236,2024,1
LAMARAO,1261,613,2024,1
LAPAO,6581,2518,2024,1
LAURO DE FREITAS,94450,16687,2024,1
LENCOIS,3348,1730,2024,1
LICINIO DE ALMEIDA,3520,1085,2024,1
LIVRAMENTO DE NOSSA SENHORA,21748,11485,2024,1
LUIS EDUARDO MAGALHAES,76022,15180,2024,1
MACAJUBA,1909,796,2024,1
MACARANI,4036,1991,2024,1
MACAUBAS,15173,6848,2024,1
MACURURE,952,355,2024,1
MADRE DE DEUS,4097,632,2024,1
MAETINGA,1287,380,2024,1
MAIQUINIQUE,2015,912,2024,1
MAIRI,3749,1350,2024,1
MALHADA,3103,1774,2024,1
MALHADA DE PEDRAS,2967,1165,2024,1
MANOEL VITORINO,2226,669,2024,1
MANSIDAO,821,319,2024,1
MARACAS,8336,2849,2024,1
MARAGOGIPE,7824,3837,2024,1
MARAU,2244,1130,2024,1
MARCIONILIO SOUZA,1920,689,2024,1
MASCOTE,1911,697,2024,1
MATA DE SAO JOAO,13615,4511,2024,1
MATINA,2041,703,2024,1
MEDEIROS NETO,7911,3072,2024,1
MIGUEL CALMON,6900,2521,2024,1
MILAGRES,3157,929,2024,1
MIRANGABA,2936,1358,2024,1
MIRANTE,1484,491,2024,1
MONTE SANTO,10041,3172,2024,1
MORPARA,881,267,2024,1
MORRO DO CHAPEU,7676,1795,2024,1
MORTUGABA,3378,980,2024,1
MUCUGE,4101,1157,2024,1
MUCURI,10439,2323,2024,1
MULUNGU DO MORRO,2338,701,2024,1
MUNDO NOVO,3760,1202,2024,1
MUNIZ FERREIRA,2007,790,2024,1
MUQUEM DO SAO FRANCISCO,1431,429,2024,1
MURITIBA,8461,3486,2024,1
MUTUIPE,10097,4658,2024,1
NAZARE,9031,3892,2024,1
NILO PECANHA,2294,1097,2024,1
NORDESTINA,2383,695,2024,1
NOVA CANAA,2177,703,2024,1
NOVA FATIMA,2602,965,2024,1
NOVA IBIA,1143,515,2024,1
NOVA ITARANA,1243,368,2024,1
NOVA REDENCAO,1347,641,2024,1
NOVA SOURE,5646,2561,2024,1
NOVA VICOSA,10390,2764,2024,1
NOVO HORIZONTE,4348,2044,2024,1
NOVO TRIUNFO,1839,1155,2024,1
OLINDINA,5929,2502,2024,1
OLIVEIRA DOS BREJINHOS,5778,2144,2024,1
OURICANGAS,980,336,2024,1
OUROLANDIA,4434,1648,2024,1
PALMAS DE MONTE ALTO,5123,2058,2024,1
PALMEIRAS,3038,962,2024,1
PARAMIRIM,8327,3010,2024,1
PARATINGA,4908,2114,2024,1
PARIPIRANGA,9111,6368,2024,1
PAU BRASIL,2234,1138,2024,1
PAULO AFONSO,64461,22072,2024,1
PE DE SERRA,3457,1471,2024,1
PEDRAO,879,394,2024,1
PEDRO ALEXANDRE,1503,1090,2024,1
PIATA,5885,1612,2024,1
PILAO ARCADO,2839,1006,2024,1
PINDAI,3771,1442,2024,1
PINDOBACU,4771,2450,2024,1
PINTADAS,2901,1361,2024,1
PIRAI DO NORTE,2786,1693,2024,1
PIRIPA,2526,849,2024,1
PIRITIBA,4343,1492,2024,1
PLANALTINO,1752,495,2024,1
PLANALTO,5422,1549,2024,1
POCOES,16500,5495,2024,1
POJUCA,13270,3271,2024,1
PONTO NOVO,4383,1788,2024,1
PORTO SEGURO,64666,23481,2024,1
POTIRAGUA,1758,778,2024,1
PRADO,6955,2706,2024,1
PRESIDENTE DUTRA,4654,2043,2024,1
PRESIDENTE JANIO QUADROS,1880,606,2024,1
PRESIDENTE TANCREDO NEVES,8681,3701,2024,1
QUEIMADAS,5907,2214,2024,1
QUIJINGUE,3755,1457,2024,1
QUIXABEIRA,2760,1309,2024,1
RAFAEL JAMBEIRO,4020,1653,2024,1
REMANSO,10477,4814,2024,1
RETIROLANDIA,4910,1884,2024,1
RIACHAO DAS NEVES,3914,1398,2024,1
RIACHAO DO JACUIPE,12694,5181,2024,1
RIACHO DE SANTANA,8243,3122,2024,1
RIBEIRA DO AMPARO,2775,1496,2024,1
RIBEIRA DO POMBAL,21956,8862,2024,1
RIBEIRAO DO LARGO,1011,417,2024,1
RIO DE CONTAS,4558,2072,2024,1
RIO DO ANTONIO,3524,763,2024,1
RIO DO PIRES,4092,1738,2024,1
RIO REAL,12955,7152,2024,1
RODELAS,2649,1424,2024,1
RUY BARBOSA,8355,3521,2024,1
SALINAS DA MARGARIDA,1614,426,2024,1
SALVADOR,1039646,174163,2024,1
SANTA BARBARA,5060,2289,2024,1
SANTA BRIGIDA,2853,1483,2024,1
SANTA CRUZ CABRALIA,8328,2814,2024,1
SANTA CRUZ DA VITORIA,713,214,2024,1
SANTA INES,1947,582,2024,1
SANTA LUZIA,1908,814,2024,1
SANTA MARIA DA VITORIA,16119,7640,2024,1
SANTA RITA DE CASSIA,5492,2462,2024,1
SANTA TERESINHA,1900,500,2024,1
SANTALUZ,10168,3264,2024,1
SANTANA,8541,4740,2024,1
SANTANOPOLIS,2030,843,2024,1
SANTO AMARO,12826,5092,2024,1
SANTO ANTONIO DE JESUS,62807,20810,2024,1
SANTO ESTEVAO,23262,10336,2024,1
SAO DESIDERIO,10093,2804,2024,1
SAO DOMINGOS,2557,847,2024,1
SAO FELIPE,7227,3342,2024,1
SAO FELIX,3157,846,2024,1
SAO FELIX DO CORIBE,6947,3305,2024,1
SAO FRANCISCO DO CONDE,9270,3065,2024,1
SAO GABRIEL,4791,2053,2024,1
SAO GONCALO DOS CAMPOS,9806,3175,2024,1
SAO JOSE DA VITORIA,1140,462,2024,1
SAO JOSE DO JACUIPE,2907,1271,2024,1
SAO MIGUEL DAS MATAS,2696,1200,2024,1
SAO SEBASTIAO DO PASSE,11168,3058,2024,1
SAPEACU,6008,2679,2024,1
SATIRO DIAS,2685,1169,2024,1
SAUBARA,1723,640,2024,1
SAUDE,2972,1257,2024,1
SEABRA,24555,9580,2024,1
SEBASTIAO LARANJEIRAS,1868,725,2024,1
SENHOR DO BONFIM,30632,11211,2024,1
SENTO SE,4156,2413,2024,1
SERRA DO RAMALHO,7588,3998,2024,1
SERRA DOURADA,4260,2398,2024,1
SERRA PRETA,3485,1711,2024,1
SERRINHA,38364,15507,2024,1
SERROLANDIA,4067,1694,2024,1
SIMOES FILHO,47155,9513,2024,1
SITIO DO MATO,1826,982,2024,1
SITIO DO QUINTO,2609,1621,2024,1
SOBRADINHO,6525,2648,2024,1
SOUTO SOARES,4017,1062,2024,1
TABOCAS DO BREJO VELHO,2459,1226,2024,1
TANHACU,7311,2647,2024,1
TANQUE NOVO,5825,1281,2024,1
TANQUINHO,1703,707,2024,1
TAPEROA,4301,1812,2024,1
TAPIRAMUTA,2399,638,2024,1
TEIXEIRA DE FREITAS,78715,25667,2024,1
TEODORO SAMPAIO,1054,384,2024,1
TEOFILANDIA,6234,2713,2024,1
TEOLANDIA,3681,1615,2024,1
TERRA NOVA,1712,557,2024,1
TREMEDAL,3306,1192,2024,1
TUCANO,15053,6413,2024,1
UAUA,5962,1857,2024,1
UBAIRA,5265,2183,2024,1
UBAITABA,6179,2061,2024,1
UBATA,5061,1860,2024,1
UIBAI,3647,1258,2024,1
UMBURANAS,2540,783,2024,1
UNA,4441,1704,2024,1
URANDI,5930,2515,2024,1
URUCUCA,5237,1891,2024,1
UTINGA,3722,1212,2024,1
VALENCA,32358,11118,2024,1
VALENTE,8372,2162,2024,1
VARZEA DA ROCA,3405,1545,2024,1
VARZEA DO POCO,2801,1172,2024,1
VARZEA NOVA,3382,991,2024,1
VARZEDO,2618,1253,2024,1
VERA CRUZ,7881,2388,2024,1
VEREDA,1533,843,2024,1
VITORIA DA CONQUISTA,179407,51686,2024,1
WAGNER,1423,404,2024,1
WANDERLEY,2965,1288,2024,1
WENCESLAU GUIMARAES,4608,2198,2024,1
XIQUE-XIQUE,11175,5909,2024,1
ABAIARA,3117,1901,2024,1
ACARAPE,3557,1581,2024,1
ACARAU,20425,10297,2024,1
ACOPIARA,19279,11876,2024,1
AIUABA,3498,2446,2024,1
ALCANTARAS,4775,2771,2024,1
ALTANEIRA,2057,1234,2024,1
ALTO SANTO,5124,2914,2024,1
AMONTADA,11189,6460,2024,1
ANTONINA DO NORTE,2869,1755,2024,1
APUIARES,4838,3031,2024,1
AQUIRAZ,29374,11496,2024,1
ARACATI,27812,10628,2024,1
ARACOIABA,7640,4367,2024,1
ARARENDA,3955,2588,2024,1
ARARIPE,7555,4470,2024,1
ARATUBA,3708,2444,2024,1
ARNEIROZ,2237,1491,2024,1
ASSARE,7473,4673,2024,1
AURORA,6807,4295,2024,1
BAIXIO,1703,831,2024,1
BANABUIU,5083,2728,2024,1
BARBALHA,26285,12376,2024,1
BARREIRA,8535,4066,2024,1
BARRO,5904,2843,2024,1
BARROQUINHA,3698,2150,2024,1
BATURITE,12739,7230,2024,1
BEBERIBE,16565,6095,2024,1
BELA CRUZ,9289,5365,2024,1
BOA VIAGEM,24169,15528,2024,1
BREJO SANTO,24124,12058,2024,1
CAMOCIM,22364,11604,2024,1
CAMPOS SALES,13129,8205,2024,1
CANINDE,33519,19134,2024,1
CAPISTRANO,4953,2879,2024,1
CARIDADE,5447,3379,2024,1
CARIRE,5784,3663,2024,1
CARIRIACU,9560,5703,2024,1
CARIUS,5106,3049,2024,1
CARNAUBAL,5577,2456,2024,1
CASCAVEL,26235,9978,2024,1
CATARINA,4283,2846,2024,1
CATUNDA,2714,1621,2024,1
CAUCAIA,119483,48170,2024,1
CEDRO,9762,6056,2024,1
CHAVAL,2903,1733,2024,1
CHORO,3352,2212,2024,1
CHOROZINHO,7479,2734,2024,1
COREAU,6772,3649,2024,1
CRATEUS,37881,19845,2024,1
CRATO,62300,27449,2024,1
CROATA,6259,3282,2024,1
CRUZ,12837,5881,2024,1
DEPUTADO IRAPUAN PINHEIRO,3259,2378,2024,1
ERERE,1181,844,2024,1
EUSEBIO,35584,8697,2024,1
FARIAS BRITO,5419,3328,2024,1
FORQUILHA,8725,4743,2024,1
FORTALEZA,1241384,364031,2024,1
FORTIM,5274,1908,2024,1
FRECHEIRINHA,6844,3692,2024,1
GENERAL SAMPAIO,1869,1191,2024,1
GRACA,4961,3291,2024,1
GRANJA,12861,7522,2024,1
GRANJEIRO,787,404,2024,1
GROAIRAS,5780,3566,2024,1
GUAIUBA,5466,2855,2024,1
GUARACIABA DO NORTE,19739,8798,2024,1
GUARAMIRANGA,2238,1293,2024,1
HIDROLANDIA,6689,3794,2024,1
HORIZONTE,29062,12165,2024,1
IBARETAMA,3399,1917,2024,1
IBIAPINA,9508,4506,2024,1
IBICUITINGA,4199,2502,2024,1
ICAPUI,7783,4633,2024,1
ICO,28217,16711,2024,1
IGUATU,59468,30092,2024,1
INDEPENDENCIA,11953,7100,2024,1
IPAPORANGA,4374,3047,2024,1
IPAUMIRIM,9366,3670,2024,1
IPU,17219,7914,2024,1
