MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
HUMAITA,9821,4381,2022,1
IPIXUNA,41,9,2022,1
IRANDUBA,8327,3604,2022,1
ITACOATIARA,26247,11833,2022,1
ITAMARATI,321,241,2022,1
ITAPIRANGA,983,449,2022,1
JAPURA,427,310,2022,1
JURUA,563,382,2022,1
JUTAI,789,604,2022,1
LABREA,2746,1550,2022,1
MANACAPURU,19600,9579,2022,1
MANAQUIRI,910,516,2022,1
MANAUS,819525,208031,2022,1
MANICORE,2821,1377,2022,1
MARAA,638,442,2022,1
MAUES,5527,2937,2022,1
NHAMUNDA,637,357,2022,1
NOVA OLINDA DO NORTE,1323,701,2022,1
NOVO AIRAO,1651,778,2022,1
NOVO ARIPUANA,1005,651,2022,1
PARINTINS,20754,10374,2022,1
PAUINI,268,173,2022,1
PRESIDENTE FIGUEIREDO,7801,2847,2022,1
RIO PRETO DA EVA,5259,2533,2022,1
SANTA ISABEL DO RIO NEGRO,449,240,2022,1
SANTO ANTONIO DO ICA,995,705,2022,1
SAO GABRIEL DA CACHOEIRA,4466,1466,2022,1
SAO PAULO DE OLIVENCA,1383,1013,2022,1
SAO SEBASTIAO DO UATUMA,342,238,2022,1
SILVES,564,254,2022,1
TABATINGA,10860,5347,2022,1
TAPAUA,622,364,2022,1
TEFE,13353,7644,2022,1
TONANTINS,532,381,2022,1
UARINI,622,485,2022,1
URUCARA,867,508,2022,1
URUCURITUBA,685,429,2022,1
AMAPA,726,310,2022,1
CALCOENE,913,492,2022,1
CUTIAS,189,85,2022,1
FERREIRA GOMES,639,211,2022,1
ITAUBAL,196,102,2022,1
LARANJAL DO JARI,5841,2832,2022,1
MACAPA,174221,53294,2022,1
MAZAGAO,1258,419,2022,1
OIAPOQUE,4090,1849,2022,1
PEDRA BRANCA DO AMAPARI,859,291,2022,1
PORTO GRANDE,2553,1066,2022,1
PRACUUBA,163,62,2022,1
SANTANA,31446,10569,2022,1
SERRA DO NAVIO,560,160,2022,1
TARTARUGALZINHO,680,309,2022,1
VITORIA DO JARI,442,197,2022,1
ABAIRA,2374,744,2022,1
ABARE,2808,1570,2022,1
ACAJUTIBA,2970,1302,2022,1
ADUSTINA,2017,1382,2022,1
AGUA FRIA,2447,1161,2022,1
AIQUARA,616,279,2022,1
ALAGOINHAS,61870,17383,2022,1
ALCOBACA,4602,1740,2022,1
ALMADINA,799,243,2022,1
AMARGOSA,13127,4437,2022,1
AMELIA RODRIGUES,7097,1923,2022,1
AMERICA DOURADA,2662,1045,2022,1
ANAGE,3520,1186,2022,1
ANDARAI,1932,803,2022,1
ANDORINHA,3580,1458,2022,1
ANGICAL,2650,1101,2022,1
ANGUERA,1826,636,2022,1
ANTAS,2633,1403,2022,1
ANTONIO CARDOSO,1692,858,2022,1
ANTONIO GONCALVES,1951,877,2022,1
APORA,3224,1629,2022,1
APUAREMA,1320,641,2022,1
ARACAS,2399,725,2022,1
ARACATU,3233,1132,2022,1
ARACI,9879,3347,2022,1
ARAMARI,1562,609,2022,1
ARATACA,1211,501,2022,1
ARATUIPE,1545,764,2022,1
AURELINO LEAL,1652,560,2022,1
BAIANOPOLIS,2833,1096,2022,1
BAIXA GRANDE,3956,1583,2022,1
BANZAE,2006,997,2022,1
BARRA,7814,3792,2022,1
BARRA DA ESTIVA,8751,2794,2022,1
BARRA DO CHOCA,6354,1873,2022,1
BARRA DO MENDES,2481,616,2022,1
BARRA DO ROCHA,811,304,2022,1
BARREIRAS,90977,26415,2022,1
BARRO ALTO,2487,849,2022,1
BARRO PRETO,736,226,2022,1
BARROCAS,5234,2133,2022,1
BELMONTE,2987,1139,2022,1
BELO CAMPO,3250,765,2022,1
BIRITINGA,2792,1240,2022,1
BOA NOVA,1641,393,2022,1
BOA VISTA DO TUPIM,2909,1280,2022,1
BOM JESUS DA LAPA,25179,13409,2022,1
BOM JESUS DA SERRA,1268,362,2022,1
BONINAL,3493,1011,2022,1
BONITO,2422,467,2022,1
BOQUIRA,5313,2613,2022,1
BOTUPORA,2629,913,2022,1
BREJOES,2739,800,2022,1
BREJOLANDIA,2233,1337,2022,1
BROTAS DE MACAUBAS,2235,635,2022,1
BRUMADO,42715,16796,2022,1
BUERAREMA,3811,1420,2022,1
BURITIRAMA,1760,650,2022,1
CAATIBA,1098,485,2022,1
CABACEIRAS DO PARAGUACU,2864,1295,2022,1
CACHOEIRA,6164,1921,2022,1
CACULE,8805,2845,2022,1
CAEM,1985,902,2022,1
CAETANOS,1535,635,2022,1
CAETITE,19151,4803,2022,1
CAFARNAUM,3661,1449,2022,1
CAIRU,1020,346,2022,1
CALDEIRAO GRANDE,2436,1145,2022,1
CAMACAN,6509,2420,2022,1
CAMACARI,104070,25147,2022,1
CAMAMU,6527,2573,2022,1
CAMPO ALEGRE DE LOURDES,2137,1360,2022,1
CAMPO FORMOSO,19056,7504,2022,1
CANAPOLIS,2131,1292,2022,1
CANARANA,6096,2186,2022,1
CANAVIEIRAS,6180,2740,2022,1
CANDEAL,1139,560,2022,1
CANDEIAS,28903,5810,2022,1
CANDIBA,3437,982,2022,1
CANDIDO SALES,6139,1531,2022,1
CANSANCAO,8094,2811,2022,1
CANUDOS,3016,1277,2022,1
CAPELA DO ALTO ALEGRE,2913,1359,2022,1
CAPIM GROSSO,16432,6815,2022,1
CARAIBAS,1466,367,2022,1
CARAVELAS,3483,1101,2022,1
CARDEAL DA SILVA,1425,510,2022,1
CARINHANHA,6075,2993,2022,1
CASA NOVA,15511,7521,2022,1
CASTRO ALVES,6155,2564,2022,1
CATOLANDIA,557,213,2022,1
CATU,17700,4596,2022,1
CATURAMA,2122,901,2022,1
CENTRAL,3605,1258,2022,1
CHORROCHO,1388,611,2022,1
CICERO DANTAS,10051,4838,2022,1
CIPO,5869,2928,2022,1
COARACI,4216,1332,2022,1
COCOS,5336,2510,2022,1
CONCEICAO DA FEIRA,5528,2313,2022,1
CONCEICAO DO ALMEIDA,3921,1501,2022,1
CONCEICAO DO COITE,26400,8967,2022,1
CONCEICAO DO JACUIPE,13060,4687,2022,1
CONDE,3936,1810,2022,1
CONDEUBA,4019,1233,2022,1
CONTENDAS DO SINCORA,978,425,2022,1
CORACAO DE MARIA,6596,2829,2022,1
CORDEIROS,1786,571,2022,1
CORIBE,3479,1597,2022,1
CORONEL JOAO SA,2164,1653,2022,1
CORRENTINA,10438,5266,2022,1
COTEGIPE,2395,974,2022,1
CRAVOLANDIA,745,299,2022,1
CRISOPOLIS,4106,2218,2022,1
CRISTOPOLIS,3046,961,2022,1
CRUZ DAS ALMAS,33125,13521,2022,1
CURACA,4321,2153,2022,1
DARIO MEIRA,1361,522,2022,1
DIAS D'AVILA,24914,5086,2022,1
DOM BASILIO,4892,2497,2022,1
DOM MACEDO COSTA,1167,510,2022,1
ELISIO MEDRADO,2042,861,2022,1
ENCRUZILHADA,3142,1045,2022,1
ENTRE RIOS,10033,3550,2022,1
ERICO CARDOSO,2449,1129,2022,1
ESPLANADA,7509,2731,2022,1
EUCLIDES DA CUNHA,16156,6729,2022,1
EUNAPOLIS,54082,18226,2022,1
FATIMA,2437,1337,2022,1
FEIRA DA MATA,1214,592,2022,1
FEIRA DE SANTANA,315663,85207,2022,1
FILADELFIA,4185,2003,2022,1
FIRMINO ALVES,815,246,2022,1
FLORESTA AZUL,1589,525,2022,1
FORMOSA DO RIO PRETO,5753,2098,2022,1
GANDU,11551,4119,2022,1
GAVIAO,1050,438,2022,1
GENTIO DO OURO,1815,696,2022,1
GLORIA,3922,1905,2022,1
GONGOGI,751,246,2022,1
GOVERNADOR MANGABEIRA,7731,3016,2022,1
GUAJERU,1355,448,2022,1
GUANAMBI,52754,21515,2022,1
GUARATINGA,3997,1953,2022,1
HELIOPOLIS,1805,839,2022,1
IACU,5901,2464,2022,1
IBIASSUCE,2992,935,2022,1
IBICARAI,5293,1630,2022,1
IBICOARA,5878,2094,2022,1
IBICUI,2955,1235,2022,1
IBIPEBA,2781,887,2022,1
IBIPITANGA,4821,2276,2022,1
IBIQUERA,570,232,2022,1
IBIRAPITANGA,2899,873,2022,1
IBIRAPUA,2220,803,2022,1
IBIRATAIA,4687,2050,2022,1
IBITIARA,4331,1664,2022,1
IBITITA,3199,986,2022,1
IBOTIRAMA,11318,4432,2022,1
ICHU,1992,953,2022,1
IGAPORA,3336,876,2022,1
IGRAPIUNA,1914,954,2022,1
IGUAI,3952,1621,2022,1
ILHEUS,49271,13548,2022,1
INHAMBUPE,9661,4331,2022,1
IPECAETA,1824,783,2022,1
IPIAU,16278,6415,2022,1
IPIRA,18811,9661,2022,1
IPUPIARA,2827,1149,2022,1
IRAJUBA,1260,447,2022,1
IRAMAIA,1461,563,2022,1
IRAQUARA,5278,1556,2022,1
IRARA,8016,3382,2022,1
IRECE,38134,14278,2022,1
ITABELA,9475,3849,2022,1
ITABERABA,26233,10666,2022,1
ITABUNA,84741,24097,2022,1
ITACARE,3544,1328,2022,1
ITAETE,2856,1295,2022,1
ITAGI,2148,1057,2022,1
ITAGIBA,2463,898,2022,1
ITAGIMIRIM,1532,470,2022,1
ITAGUACU DA BAHIA,1707,651,2022,1
ITAJU DO COLONIA,989,472,2022,1
ITAJUIPE,4459,1433,2022,1
ITAMARAJU,24678,10079,2022,1
ITAMARI,1630,845,2022,1
ITAMBE,3577,1172,2022,1
ITANAGRA,751,309,2022,1
ITANHEM,5388,2331,2022,1
ITAPARICA,3368,989,2022,1
ITAPE,1750,784,2022,1
ITAPEBI,1560,441,2022,1
ITAPETINGA,22083,8456,2022,1
ITAPICURU,2579,1246,2022,1
ITAPITANGA,1038,456,2022,1
ITAQUARA,1223,376,2022,1
ITARANTIM,3674,1789,2022,1
ITATIM,5245,1957,2022,1
ITIRUCU,3155,1067,2022,1
ITIUBA,7357,3315,2022,1
ITORORO,3961,1204,2022,1
ITUACU,5058,2003,2022,1
ITUBERA,6538,2977,2022,1
IUIU,2400,1299,2022,1
JABORANDI,2370,1171,2022,1
JACARACI,2590,605,2022,1
JACOBINA,34985,13366,2022,1
JAGUAQUARA,15402,6040,2022,1
JAGUARARI,9334,3140,2022,1
JAGUARIPE,2260,1001,2022,1
JANDAIRA,1012,432,2022,1
JEQUIE,74192,28053,2022,1
JEREMOABO,9635,5553,2022,1
JIQUIRICA,3964,1998,2022,1
JITAUNA,2319,957,2022,1
JOAO DOURADO,6017,2030,2022,1
JUAZEIRO,114264,44426,2022,1
JUCURUCU,1599,1006,2022,1
JUSSARA,3803,1715,2022,1
JUSSARI,984,449,2022,1
JUSSIAPE,2478,1269,2022,1
LAFAIETE COUTINHO,735,349,2022,1
LAGEDO DO TABOCAL,1520,575,2022,1
LAGOA REAL,2498,569,2022,1
LAJE,5685,2770,2022,1
LAJEDAO,950,259,2022,1
LAJEDINHO,612,238,2022,1
LAMARAO,1160,569,2022,1
LAPAO,5759,2150,2022,1
LAURO DE FREITAS,86878,14516,2022,1
LENCOIS,3105,1632,2022,1
LICINIO DE ALMEIDA,3312,1061,2022,1
LIVRAMENTO DE NOSSA SENHORA,19753,10403,2022,1
LUIS EDUARDO MAGALHAES,63678,13035,2022,1
MACAJUBA,1765,757,2022,1
MACARANI,3740,1808,2022,1
MACAUBAS,13993,6270,2022,1
MACURURE,879,341,2022,1
MADRE DE DEUS,3661,552,2022,1
MAETINGA,1141,337,2022,1
MAIQUINIQUE,1889,878,2022,1
MAIRI,3494,1253,2022,1
MALHADA,2798,1590,2022,1
MALHADA DE PEDRAS,2610,1047,2022,1
MANOEL VITORINO,1995,612,2022,1
MANSIDAO,756,283,2022,1
MARACAS,7491,2539,2022,1
MARAGOGIPE,6716,3135,2022,1
MARAU,1794,892,2022,1
MARCIONILIO SOUZA,1746,634,2022,1
MASCOTE,1695,602,2022,1
MATA DE SAO JOAO,12314,4044,2022,1
MATINA,1938,682,2022,1
MEDEIROS NETO,7088,2802,2022,1
MIGUEL CALMON,6354,2363,2022,1
MILAGRES,2918,848,2022,1
MIRANGABA,2650,1259,2022,1
MIRANTE,1356,432,2022,1
MONTE SANTO,9036,2804,2022,1
MORPARA,824,254,2022,1
MORRO DO CHAPEU,6987,1610,2022,1
MORTUGABA,3092,958,2022,1
MUCUGE,3703,1056,2022,1
MUCURI,9315,2068,2022,1
MULUNGU DO MORRO,2070,619,2022,1
MUNDO NOVO,3446,1113,2022,1
MUNIZ FERREIRA,1814,711,2022,1
MUQUEM DO SAO FRANCISCO,1289,402,2022,1
MURITIBA,7782,3237,2022,1
MUTUIPE,9369,4376,2022,1
NAZARE,8248,3549,2022,1
NILO PECANHA,2144,1022,2022,1
NORDESTINA,2190,627,2022,1
NOVA CANAA,1976,637,2022,1
NOVA FATIMA,2390,899,2022,1
NOVA IBIA,1037,467,2022,1
NOVA ITARANA,1087,329,2022,1
NOVA REDENCAO,1200,560,2022,1
NOVA SOURE,4900,2157,2022,1
NOVA VICOSA,9083,2512,2022,1
NOVO HORIZONTE,3974,1889,2022,1
NOVO TRIUNFO,1609,1001,2022,1
OLINDINA,5250,2181,2022,1
OLIVEIRA DOS BREJINHOS,5177,1957,2022,1
OURICANGAS,844,295,2022,1
OUROLANDIA,3948,1500,2022,1
PALMAS DE MONTE ALTO,4748,1956,2022,1
PALMEIRAS,2732,863,2022,1
PARAMIRIM,7749,2802,2022,1
PARATINGA,4554,1961,2022,1
PARIPIRANGA,7479,5148,2022,1
PAU BRASIL,2046,1036,2022,1
PAULO AFONSO,59079,19946,2022,1
PE DE SERRA,3160,1370,2022,1
PEDRAO,772,338,2022,1
PEDRO ALEXANDRE,1106,767,2022,1
PIATA,5101,1367,2022,1
PILAO ARCADO,2579,944,2022,1
PINDAI,3506,1326,2022,1
PINDOBACU,4163,2126,2022,1
PINTADAS,2668,1225,2022,1
PIRAI DO NORTE,2647,1614,2022,1
PIRIPA,2360,810,2022,1
PIRITIBA,4028,1390,2022,1
PLANALTINO,1605,455,2022,1
PLANALTO,4848,1384,2022,1
POCOES,15072,5025,2022,1
POJUCA,12040,2979,2022,1
PONTO NOVO,3842,1578,2022,1
PORTO SEGURO,56477,20320,2022,1
POTIRAGUA,1581,702,2022,1
PRADO,6038,2423,2022,1
PRESIDENTE DUTRA,4068,1735,2022,1
PRESIDENTE JANIO QUADROS,1727,569,2022,1
PRESIDENTE TANCREDO NEVES,7727,3293,2022,1
QUEIMADAS,5513,2048,2022,1
QUIJINGUE,3308,1246,2022,1
QUIXABEIRA,2396,1144,2022,1
RAFAEL JAMBEIRO,3727,1580,2022,1
REMANSO,9599,4564,2022,1
RETIROLANDIA,4533,1758,2022,1
RIACHAO DAS NEVES,3449,1294,2022,1
RIACHAO DO JACUIPE,11385,4703,2022,1
RIACHO DE SANTANA,7659,3026,2022,1
RIBEIRA DO AMPARO,2363,1236,2022,1
RIBEIRA DO POMBAL,19011,7564,2022,1
RIBEIRAO DO LARGO,936,394,2022,1
RIO DE CONTAS,4179,1924,2022,1
RIO DO ANTONIO,3193,683,2022,1
RIO DO PIRES,3833,1621,2022,1
RIO REAL,11311,6253,2022,1
RODELAS,2413,1283,2022,1
RUY BARBOSA,7727,3253,2022,1
SALINAS DA MARGARIDA,1416,355,2022,1
SALVADOR,984097,154733,2022,1
SANTA BARBARA,4613,2091,2022,1
SANTA BRIGIDA,2548,1277,2022,1
SANTA CRUZ CABRALIA,7223,2481,2022,1
SANTA CRUZ DA VITORIA,641,195,2022,1
SANTA INES,1827,552,2022,1
SANTA LUZIA,1642,692,2022,1
SANTA MARIA DA VITORIA,14920,7223,2022,1
SANTA RITA DE CASSIA,4736,2167,2022,1
SANTA TERESINHA,1790,453,2022,1
SANTALUZ,9240,3032,2022,1
SANTANA,7895,4476,2022,1
SANTANOPOLIS,1808,782,2022,1
SANTO AMARO,11783,4608,2022,1
SANTO ANTONIO DE JESUS,57989,19176,2022,1
SANTO ESTEVAO,20333,8973,2022,1
SAO DESIDERIO,8413,2474,2022,1
SAO DOMINGOS,2369,789,2022,1
SAO FELIPE,6710,3137,2022,1
SAO FELIX,2904,751,2022,1
SAO FELIX DO CORIBE,6386,3075,2022,1
SAO FRANCISCO DO CONDE,8533,2721,2022,1
SAO GABRIEL,4235,1741,2022,1
SAO GONCALO DOS CAMPOS,9036,2869,2022,1
SAO JOSE DA VITORIA,1024,413,2022,1
SAO JOSE DO JACUIPE,2631,1139,2022,1
SAO MIGUEL DAS MATAS,2439,1086,2022,1
SAO SEBASTIAO DO PASSE,10078,2787,2022,1
SAPEACU,5506,2413,2022,1
SATIRO DIAS,2427,1105,2022,1
SAUBARA,1613,593,2022,1
SAUDE,2729,1175,2022,1
SEABRA,22026,8568,2022,1
SEBASTIAO LARANJEIRAS,1750,714,2022,1
SENHOR DO BONFIM,28368,10319,2022,1
SENTO SE,3731,2217,2022,1
SERRA DO RAMALHO,7109,3849,2022,1
SERRA DOURADA,3946,2260,2022,1
SERRA PRETA,3035,1555,2022,1
SERRINHA,35008,14195,2022,1
SERROLANDIA,3686,1518,2022,1
SIMOES FILHO,43777,8317,2022,1
SITIO DO MATO,1734,953,2022,1
SITIO DO QUINTO,2092,1224,2022,1
SOBRADINHO,6067,2487,2022,1
SOUTO SOARES,3516,923,2022,1
TABOCAS DO BREJO VELHO,2230,1169,2022,1
TANHACU,6637,2420,2022,1
TANQUE NOVO,5325,1209,2022,1
TANQUINHO,1577,665,2022,1
TAPEROA,3878,1660,2022,1
TAPIRAMUTA,2163,574,2022,1
TEIXEIRA DE FREITAS,72287,23806,2022,1
TEODORO SAMPAIO,963,354,2022,1
TEOFILANDIA,5866,2556,2022,1
TEOLANDIA,3366,1509,2022,1
TERRA NOVA,1531,446,2022,1
TREMEDAL,3025,1105,2022,1
TUCANO,12765,5291,2022,1
UAUA,5247,1621,2022,1
UBAIRA,4796,1962,2022,1
UBAITABA,5767,1924,2022,1
UBATA,4761,1794,2022,1
UIBAI,3240,1076,2022,1
UMBURANAS,2227,696,2022,1
UNA,3840,1498,2022,1
URANDI,5457,2490,2022,1
URUCUCA,4550,1627,2022,1
UTINGA,3499,1164,2022,1
VALENCA,29740,10326,2022,1
VALENTE,7648,1958,2022,1
VARZEA DA ROCA,3034,1342,2022,1
VARZEA DO POCO,2499,1063,2022,1
VARZEA NOVA,3033,891,2022,1
VARZEDO,2360,1141,2022,1
VERA CRUZ,7144,2152,2022,1
VEREDA,1355,754,2022,1
VITORIA DA CONQUISTA,162193,45667,2022,1
WAGNER,1289,374,2022,1
WANDERLEY,2707,1215,2022,1
WENCESLAU GUIMARAES,4297,2107,2022,1
XIQUE-XIQUE,10126,5400,2022,1
ABAIARA,2848,1771,2022,1
ACARAPE,3175,1429,2022,1
ACARAU,18709,9652,2022,1
ACOPIARA,18080,11079,2022,1
AIUABA,3344,2384,2022,1
ALCANTARAS,4472,2645,2022,1
ALTANEIRA,1917,1170,2022,1
ALTO SANTO,4864,2846,2022,1
AMONTADA,10149,6008,2022,1
ANTONINA DO NORTE,2615,1623,2022,1
APUIARES,4583,2911,2022,1
AQUIRAZ,26139,10194,2022,1
ARACATI,26093,9995,2022,1
ARACOIABA,6977,4057,2022,1
ARARENDA,3713,2469,2022,1
ARARIPE,6909,4167,2022,1
ARATUBA,3451,2339,2022,1
ARNEIROZ,2067,1393,2022,1
ASSARE,6944,4378,2022,1
AURORA,6343,4043,2022,1
BAIXIO,1660,806,2022,1
BANABUIU,4658,2529,2022,1
BARBALHA,24081,11481,2022,1
BARREIRA,7897,3856,2022,1
BARRO,5516,2705,2022,1
BARROQUINHA,3459,2079,2022,1
BATURITE,11812,6880,2022,1
BEBERIBE,14948,5517,2022,1
BELA CRUZ,8797,5166,2022,1
BOA VIAGEM,22538,14615,2022,1
BREJO SANTO,22376,11078,2022,1
CAMOCIM,21063,11194,2022,1
CAMPOS SALES,12418,7821,2022,1
CANINDE,30681,17714,2022,1
CAPISTRANO,4595,2704,2022,1
CARIDADE,5117,3227,2022,1
CARIRE,5601,3608,2022,1
CARIRIACU,8838,5368,2022,1
CARIUS,4846,2917,2022,1
CARNAUBAL,5209,2322,2022,1
CASCAVEL,24117,9211,2022,1
CATARINA,4011,2714,2022,1
CATUNDA,2539,1525,2022,1
CAUCAIA,108726,42815,2022,1
CEDRO,9277,5800,2022,1
CHAVAL,2787,1687,2022,1
CHORO,3182,2154,2022,1
CHOROZINHO,6921,2539,2022,1
COREAU,6250,3420,2022,1
CRATEUS,35464,18982,2022,1
CRATO,58072,25767,2022,1
CROATA,5939,3172,2022,1
CRUZ,11560,5498,2022,1
DEPUTADO IRAPUAN PINHEIRO,3100,2297,2022,1
ERERE,1175,837,2022,1
EUSEBIO,30764,7536,2022,1
FARIAS BRITO,5020,3113,2022,1
FORQUILHA,8218,4619,2022,1
FORTALEZA,1181278,331927,2022,1
FORTIM,4642,1694,2022,1
FRECHEIRINHA,6451,3561,2022,1
GENERAL SAMPAIO,1824,1169,2022,1
GRACA,4664,3131,2022,1
GRANJA,11960,7072,2022,1
GRANJEIRO,617,301,2022,1
GROAIRAS,5542,3520,2022,1
GUAIUBA,4907,2554,2022,1
GUARACIABA DO NORTE,18253,8273,2022,1
GUARAMIRANGA,2062,1199,2022,1
HIDROLANDIA,6416,3689,2022,1
HORIZONTE,26458,11140,2022,1
IBARETAMA,3268,1895,2022,1
IBIAPINA,8570,4171,2022,1
IBICUITINGA,3841,2373,2022,1
ICAPUI,7357,4478,2022,1
ICO,26602,15873,2022,1
IGUATU,55905,28592,2022,1
INDEPENDENCIA,11365,6862,2022,1
IPAPORANGA,4154,2914,2022,1
IPAUMIRIM,9496,3682,2022,1
IPU,16088,7585,2022,1
IPUEIRAS,12404,7592,2022,1
IRACEMA,5837,4147,2022,1
