MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
COARACI,4855,1577,2025,1
COCOS,6277,2794,2025,1
CONCEICAO DA FEIRA,7650,2963,2025,1
CONCEICAO DO ALMEIDA,4386,1716,2025,1
CONCEICAO DO COITE,30653,10138,2025,1
CONCEICAO DO JACUIPE,15760,5559,2025,1
CONDE,4680,2286,2025,1
CONDEUBA,4407,1287,2025,1
CONTENDAS DO SINCORA,1101,464,2025,1
CORACAO DE MARIA,7860,3349,2025,1
CORDEIROS,2024,612,2025,1
CORIBE,3989,1747,2025,1
CORONEL JOAO SA,2982,2370,2025,1
CORRENTINA,12394,5894,2025,1
COTEGIPE,2751,1079,2025,1
CRAVOLANDIA,842,341,2025,1
CRISOPOLIS,5123,2788,2025,1
CRISTOPOLIS,3526,1121,2025,1
CRUZ DAS ALMAS,37539,15441,2025,1
CURACA,5104,2449,2025,1
DARIO MEIRA,1682,609,2025,1
DIAS D'AVILA,27082,5825,2025,1
DOM BASILIO,5762,2869,2025,1
DOM MACEDO COSTA,1305,556,2025,1
ELISIO MEDRADO,2276,951,2025,1
ENCRUZILHADA,4517,1344,2025,1
ENTRE RIOS,11785,4205,2025,1
ERICO CARDOSO,2796,1265,2025,1
ESPLANADA,9010,3305,2025,1
EUCLIDES DA CUNHA,19757,8433,2025,1
EUNAPOLIS,62417,20878,2025,1
FATIMA,3407,1956,2025,1
FEIRA DA MATA,1343,609,2025,1
FEIRA DE SANTANA,360148,100263,2025,1
FILADELFIA,5132,2415,2025,1
FIRMINO ALVES,955,289,2025,1
FLORESTA AZUL,1839,616,2025,1
FORMOSA DO RIO PRETO,6832,2163,2025,1
GANDU,13289,4576,2025,1
GAVIAO,1250,517,2025,1
GENTIO DO OURO,2264,881,2025,1
GLORIA,4566,2200,2025,1
GONGOGI,883,273,2025,1
GOVERNADOR MANGABEIRA,8768,3288,2025,1
GUAJERU,1550,506,2025,1
GUANAMBI,60342,24129,2025,1
GUARATINGA,4713,2295,2025,1
HELIOPOLIS,2366,1179,2025,1
IACU,6718,2702,2025,1
IBIASSUCE,3260,974,2025,1
IBICARAI,6106,1884,2025,1
IBICOARA,7066,2267,2025,1
IBICUI,3380,1392,2025,1
IBIPEBA,3283,1080,2025,1
IBIPITANGA,5606,2576,2025,1
IBIQUERA,656,270,2025,1
IBIRAPITANGA,3661,1110,2025,1
IBIRAPUA,2705,972,2025,1
IBIRATAIA,5420,2316,2025,1
IBITIARA,5163,1961,2025,1
IBITITA,3740,1183,2025,1
IBOTIRAMA,13141,4960,2025,1
ICHU,2180,1034,2025,1
IGAPORA,3687,948,2025,1
IGRAPIUNA,2207,1033,2025,1
IGUAI,4426,1797,2025,1
ILHEUS,55961,15751,2025,1
INHAMBUPE,11710,5195,2025,1
IPECAETA,2401,1053,2025,1
IPIAU,18393,7141,2025,1
IPIRA,22120,11016,2025,1
IPUPIARA,3251,1294,2025,1
IRAJUBA,1461,503,2025,1
IRAMAIA,1682,632,2025,1
IRAQUARA,6364,1917,2025,1
IRARA,9435,4021,2025,1
IRECE,45737,17478,2025,1
ITABELA,11425,4627,2025,1
ITABERABA,31452,12851,2025,1
ITABUNA,94146,27228,2025,1
ITACARE,4782,1820,2025,1
ITAETE,3239,1410,2025,1
ITAGI,2549,1216,2025,1
ITAGIBA,3026,1034,2025,1
ITAGIMIRIM,1798,538,2025,1
ITAGUACU DA BAHIA,2079,800,2025,1
ITAJU DO COLONIA,1077,517,2025,1
ITAJUIPE,5070,1632,2025,1
ITAMARAJU,28871,11571,2025,1
ITAMARI,2010,1087,2025,1
ITAMBE,4022,1303,2025,1
ITANAGRA,901,358,2025,1
ITANHEM,6185,2646,2025,1
ITAPARICA,3983,1227,2025,1
ITAPE,2030,896,2025,1
ITAPEBI,1820,554,2025,1
ITAPETINGA,24888,9519,2025,1
ITAPICURU,3605,1897,2025,1
ITAPITANGA,1181,495,2025,1
ITAQUARA,1370,428,2025,1
ITARANTIM,4165,2014,2025,1
ITATIM,6023,2077,2025,1
ITIRUCU,3401,1115,2025,1
ITIUBA,8504,3806,2025,1
ITORORO,4473,1373,2025,1
ITUACU,6075,2386,2025,1
ITUBERA,7457,3293,2025,1
IUIU,2693,1408,2025,1
JABORANDI,2814,1321,2025,1
JACARACI,2941,678,2025,1
JACOBINA,39485,15073,2025,1
JAGUAQUARA,17601,7053,2025,1
JAGUARARI,10896,3646,2025,1
JAGUARIPE,2685,1215,2025,1
JANDAIRA,1212,539,2025,1
JEQUIE,82579,30382,2025,1
JEREMOABO,11862,6883,2025,1
JIQUIRICA,4906,2424,2025,1
JITAUNA,2733,1060,2025,1
JOAO DOURADO,7076,2432,2025,1
JUAZEIRO,131064,50518,2025,1
JUCURUCU,2032,1281,2025,1
JUSSARA,4441,2030,2025,1
JUSSARI,1148,506,2025,1
JUSSIAPE,2836,1417,2025,1
LAFAIETE COUTINHO,888,386,2025,1
LAGEDO DO TABOCAL,1761,670,2025,1
LAGOA REAL,2901,619,2025,1
LAJE,6703,3268,2025,1
LAJEDAO,1099,295,2025,1
LAJEDINHO,674,247,2025,1
LAMARAO,1342,652,2025,1
LAPAO,7043,2732,2025,1
LAURO DE FREITAS,100000,18113,2025,1
LENCOIS,3478,1774,2025,1
LICINIO DE ALMEIDA,3696,1115,2025,1
LIVRAMENTO DE NOSSA SENHORA,23185,12223,2025,1
LUIS EDUARDO MAGALHAES,82222,16518,2025,1
MACAJUBA,2032,830,2025,1
MACARANI,4233,2075,2025,1
MACAUBAS,16150,7271,2025,1
MACURURE,1021,379,2025,1
MADRE DE DEUS,4462,710,2025,1
MAETINGA,1381,395,2025,1
MAIQUINIQUE,2084,931,2025,1
MAIRI,3968,1441,2025,1
MALHADA,3344,1901,2025,1
MALHADA DE PEDRAS,3167,1247,2025,1
MANOEL VITORINO,2349,699,2025,1
MANSIDAO,866,332,2025,1
MARACAS,8797,2984,2025,1
MARAGOGIPE,8657,4346,2025,1
MARAU,2514,1275,2025,1
MARCIONILIO SOUZA,2021,710,2025,1
MASCOTE,2018,735,2025,1
MATA DE SAO JOAO,14449,4771,2025,1
MATINA,2144,732,2025,1
MEDEIROS NETO,8365,3213,2025,1
MIGUEL CALMON,7127,2603,2025,1
MILAGRES,3287,960,2025,1
MIRANGABA,3127,1460,2025,1
MIRANTE,1578,509,2025,1
MONTE SANTO,10630,3375,2025,1
MORPARA,920,275,2025,1
MORRO DO CHAPEU,8021,1875,2025,1
MORTUGABA,3729,1025,2025,1
MUCUGE,4345,1207,2025,1
MUCURI,11172,2425,2025,1
MULUNGU DO MORRO,2453,739,2025,1
MUNDO NOVO,3905,1239,2025,1
MUNIZ FERREIRA,2148,862,2025,1
MUQUEM DO SAO FRANCISCO,1527,449,2025,1
MURITIBA,8954,3650,2025,1
MUTUIPE,10910,4962,2025,1
NAZARE,9503,4106,2025,1
NILO PECANHA,2500,1170,2025,1
NORDESTINA,2520,757,2025,1
NOVA CANAA,2281,730,2025,1
NOVA FATIMA,2721,1006,2025,1
NOVA IBIA,1238,560,2025,1
NOVA ITARANA,1354,398,2025,1
NOVA REDENCAO,1409,667,2025,1
NOVA SOURE,6088,2793,2025,1
NOVA VICOSA,11276,2910,2025,1
NOVO HORIZONTE,4630,2150,2025,1
NOVO TRIUNFO,1962,1238,2025,1
OLINDINA,6311,2687,2025,1
OLIVEIRA DOS BREJINHOS,6115,2255,2025,1
OURICANGAS,1056,380,2025,1
OUROLANDIA,4728,1777,2025,1
PALMAS DE MONTE ALTO,5348,2115,2025,1
PALMEIRAS,3237,1003,2025,1
PARAMIRIM,8779,3116,2025,1
PARATINGA,5147,2208,2025,1
PARIPIRANGA,9884,6877,2025,1
PAU BRASIL,2352,1190,2025,1
PAULO AFONSO,67843,23410,2025,1
PE DE SERRA,3591,1514,2025,1
PEDRAO,949,435,2025,1
PEDRO ALEXANDRE,1729,1279,2025,1
PIATA,6259,1717,2025,1
PILAO ARCADO,2979,1029,2025,1
PINDAI,3980,1522,2025,1
PINDOBACU,5119,2636,2025,1
PINTADAS,3003,1412,2025,1
PIRAI DO NORTE,3059,1797,2025,1
PIRIPA,2668,871,2025,1
PIRITIBA,4515,1520,2025,1
PLANALTINO,1837,516,2025,1
PLANALTO,5837,1658,2025,1
POCOES,17581,5892,2025,1
POJUCA,14136,3463,2025,1
PONTO NOVO,4841,1979,2025,1
PORTO SEGURO,69094,25282,2025,1
POTIRAGUA,1847,823,2025,1
PRADO,7515,2894,2025,1
PRESIDENTE DUTRA,4868,2164,2025,1
PRESIDENTE JANIO QUADROS,1992,627,2025,1
PRESIDENTE TANCREDO NEVES,9619,4079,2025,1
QUEIMADAS,6277,2355,2025,1
QUIJINGUE,4054,1596,2025,1
QUIXABEIRA,2975,1405,2025,1
RAFAEL JAMBEIRO,4144,1712,2025,1
REMANSO,11018,4958,2025,1
RETIROLANDIA,5145,1950,2025,1
RIACHAO DAS NEVES,4167,1468,2025,1
RIACHAO DO JACUIPE,13255,5409,2025,1
RIACHO DE SANTANA,8527,3179,2025,1
RIBEIRA DO AMPARO,3090,1664,2025,1
RIBEIRA DO POMBAL,23810,9661,2025,1
RIBEIRAO DO LARGO,1121,491,2025,1
RIO DE CONTAS,4872,2213,2025,1
RIO DO ANTONIO,3870,833,2025,1
RIO DO PIRES,4272,1816,2025,1
RIO REAL,14063,7702,2025,1
RODELAS,2772,1486,2025,1
RUY BARBOSA,8642,3629,2025,1
SALINAS DA MARGARIDA,1736,451,2025,1
SALVADOR,1076257,186540,2025,1
SANTA BARBARA,5327,2388,2025,1
SANTA BRIGIDA,3084,1619,2025,1
SANTA CRUZ CABRALIA,8940,3024,2025,1
SANTA CRUZ DA VITORIA,763,226,2025,1
SANTA INES,2031,608,2025,1
SANTA LUZIA,2089,893,2025,1
SANTA MARIA DA VITORIA,16886,7882,2025,1
SANTA RITA DE CASSIA,5819,2572,2025,1
SANTA TERESINHA,1993,518,2025,1
SANTALUZ,10646,3392,2025,1
SANTANA,8902,4891,2025,1
SANTANOPOLIS,2194,912,2025,1
SANTO AMARO,13404,5345,2025,1
SANTO ANTONIO DE JESUS,66891,22151,2025,1
SANTO ESTEVAO,24928,11111,2025,1
SAO DESIDERIO,10980,3089,2025,1
SAO DOMINGOS,2662,896,2025,1
SAO FELIPE,7760,3499,2025,1
SAO FELIX,3298,915,2025,1
SAO FELIX DO CORIBE,7325,3430,2025,1
SAO FRANCISCO DO CONDE,9583,3225,2025,1
SAO GABRIEL,5203,2250,2025,1
SAO GONCALO DOS CAMPOS,10202,3362,2025,1
SAO JOSE DA VITORIA,1221,497,2025,1
SAO JOSE DO JACUIPE,3144,1403,2025,1
SAO MIGUEL DAS MATAS,2876,1263,2025,1
SAO SEBASTIAO DO PASSE,11899,3218,2025,1
SAPEACU,6458,2914,2025,1
SATIRO DIAS,2874,1194,2025,1
SAUBARA,1800,670,2025,1
SAUDE,3108,1319,2025,1
SEABRA,26370,10427,2025,1
SEBASTIAO LARANJEIRAS,1952,725,2025,1
SENHOR DO BONFIM,32064,11913,2025,1
SENTO SE,4441,2548,2025,1
SERRA DO RAMALHO,7951,4108,2025,1
SERRA DOURADA,4503,2517,2025,1
SERRA PRETA,4151,1831,2025,1
SERRINHA,40590,16319,2025,1
SERROLANDIA,4293,1795,2025,1
SIMOES FILHO,49914,10224,2025,1
SITIO DO MATO,1908,1014,2025,1
SITIO DO QUINTO,2829,1799,2025,1
SOBRADINHO,6777,2717,2025,1
SOUTO SOARES,4342,1152,2025,1
TABOCAS DO BREJO VELHO,2618,1293,2025,1
TANHACU,7723,2771,2025,1
TANQUE NOVO,6163,1323,2025,1
TANQUINHO,1801,750,2025,1
TAPEROA,4603,1931,2025,1
TAPIRAMUTA,2563,678,2025,1
TEIXEIRA DE FREITAS,82276,26626,2025,1
TEODORO SAMPAIO,1095,389,2025,1
TEOFILANDIA,6540,2843,2025,1
TEOLANDIA,3960,1659,2025,1
TERRA NOVA,1851,602,2025,1
TREMEDAL,3496,1251,2025,1
TUCANO,16289,7108,2025,1
UAUA,6392,2009,2025,1
UBAIRA,5632,2315,2025,1
UBAITABA,6504,2180,2025,1
UBATA,5267,1907,2025,1
UIBAI,3828,1350,2025,1
UMBURANAS,2723,842,2025,1
UNA,4723,1818,2025,1
URANDI,6488,2568,2025,1
URUCUCA,5645,2041,2025,1
UTINGA,3861,1229,2025,1
VALENCA,34174,11706,2025,1
VALENTE,8768,2271,2025,1
VARZEA DA ROCA,3651,1675,2025,1
VARZEA DO POCO,2939,1247,2025,1
VARZEA NOVA,3572,1062,2025,1
VARZEDO,2841,1341,2025,1
VERA CRUZ,8548,2650,2025,1
VEREDA,1633,885,2025,1
VITORIA DA CONQUISTA,190287,55245,2025,1
WAGNER,1506,416,2025,1
WANDERLEY,3109,1345,2025,1
WENCESLAU GUIMARAES,5024,2321,2025,1
XIQUE-XIQUE,11735,6219,2025,1
ABAIARA,3259,1980,2025,1
ACARAPE,3763,1664,2025,1
ACARAU,21480,10676,2025,1
ACOPIARA,20038,12330,2025,1
AIUABA,3584,2508,2025,1
ALCANTARAS,4984,2866,2025,1
ALTANEIRA,2121,1249,2025,1
ALTO SANTO,5298,2988,2025,1
AMONTADA,11773,6675,2025,1
ANTONINA DO NORTE,2996,1820,2025,1
APUIARES,5031,3135,2025,1
AQUIRAZ,31379,12346,2025,1
ARACATI,28854,10978,2025,1
ARACOIABA,8028,4543,2025,1
ARARENDA,4090,2658,2025,1
ARARIPE,7925,4636,2025,1
ARATUBA,3888,2521,2025,1
ARNEIROZ,2324,1538,2025,1
ASSARE,7755,4851,2025,1
AURORA,7089,4447,2025,1
BAIXIO,1765,848,2025,1
BANABUIU,5409,2864,2025,1
BARBALHA,27636,12991,2025,1
BARREIRA,9030,4299,2025,1
BARRO,6018,2900,2025,1
BARROQUINHA,3853,2197,2025,1
BATURITE,13326,7493,2025,1
BEBERIBE,17569,6413,2025,1
BELA CRUZ,9579,5465,2025,1
BOA VIAGEM,25286,16120,2025,1
BREJO SANTO,25264,12665,2025,1
CAMOCIM,23285,11940,2025,1
CAMPOS SALES,13535,8409,2025,1
CANINDE,35311,19989,2025,1
CAPISTRANO,5204,2980,2025,1
CARIDADE,5631,3463,2025,1
CARIRE,5976,3750,2025,1
CARIRIACU,10041,5941,2025,1
CARIUS,5364,3152,2025,1
CARNAUBAL,5841,2519,2025,1
CASCAVEL,27344,10330,2025,1
CATARINA,4468,2933,2025,1
CATUNDA,2889,1724,2025,1
CAUCAIA,126453,51627,2025,1
CEDRO,9989,6141,2025,1
CHAVAL,2982,1756,2025,1
CHORO,3471,2260,2025,1
CHOROZINHO,7870,2870,2025,1
COREAU,7105,3773,2025,1
CRATEUS,39328,20281,2025,1
CRATO,64890,28583,2025,1
CROATA,6539,3380,2025,1
CRUZ,13576,6080,2025,1
DEPUTADO IRAPUAN PINHEIRO,3405,2461,2025,1
ERERE,1168,839,2025,1
EUSEBIO,38831,9332,2025,1
FARIAS BRITO,5595,3431,2025,1
FORQUILHA,9147,4869,2025,1
FORTALEZA,1280294,382537,2025,1
FORTIM,5616,2013,2025,1
FRECHEIRINHA,7136,3838,2025,1
GENERAL SAMPAIO,1962,1221,2025,1
GRACA,5075,3344,2025,1
GRANJA,13522,7840,2025,1
GRANJEIRO,851,442,2025,1
GROAIRAS,5938,3590,2025,1
GUAIUBA,5806,3014,2025,1
GUARACIABA DO NORTE,20746,9059,2025,1
GUARAMIRANGA,2310,1335,2025,1
HIDROLANDIA,6912,3886,2025,1
HORIZONTE,30652,12804,2025,1
IBARETAMA,3538,1981,2025,1
IBIAPINA,10118,4756,2025,1
IBICUITINGA,4442,2587,2025,1
ICAPUI,7977,4739,2025,1
ICO,29206,17172,2025,1
IGUATU,61592,30998,2025,1
INDEPENDENCIA,12304,7215,2025,1
IPAPORANGA,4511,3103,2025,1
