MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
URUCARA,816,476,2021,1
URUCURITUBA,635,402,2021,1
AMAPA,693,295,2021,1
CALCOENE,831,470,2021,1
CUTIAS,187,84,2021,1
FERREIRA GOMES,617,204,2021,1
ITAUBAL,183,95,2021,1
LARANJAL DO JARI,5600,2722,2021,1
MACAPA,168247,51748,2021,1
MAZAGAO,1167,401,2021,1
OIAPOQUE,3793,1713,2021,1
PEDRA BRANCA DO AMAPARI,775,256,2021,1
PORTO GRANDE,2424,1039,2021,1
PRACUUBA,151,60,2021,1
SANTANA,29929,10219,2021,1
SERRA DO NAVIO,534,147,2021,1
TARTARUGALZINHO,626,295,2021,1
VITORIA DO JARI,429,185,2021,1
ABAIRA,2256,709,2021,1
ABARE,2718,1547,2021,1
ACAJUTIBA,2850,1265,2021,1
ADUSTINA,1815,1242,2021,1
AGUA FRIA,2350,1136,2021,1
AIQUARA,589,271,2021,1
ALAGOINHAS,60061,16817,2021,1
ALCOBACA,4349,1713,2021,1
ALMADINA,749,227,2021,1
AMARGOSA,12528,4222,2021,1
AMELIA RODRIGUES,6811,1866,2021,1
AMERICA DOURADA,2521,999,2021,1
ANAGE,3243,1111,2021,1
ANDARAI,1802,773,2021,1
ANDORINHA,3434,1407,2021,1
ANGICAL,2516,1060,2021,1
ANGUERA,1619,609,2021,1
ANTAS,2431,1280,2021,1
ANTONIO CARDOSO,1608,814,2021,1
ANTONIO GONCALVES,1847,836,2021,1
APORA,3105,1563,2021,1
APUAREMA,1235,591,2021,1
ARACAS,2356,704,2021,1
ARACATU,3086,1101,2021,1
ARACI,9295,3175,2021,1
ARAMARI,1497,585,2021,1
ARATACA,1158,491,2021,1
ARATUIPE,1491,746,2021,1
AURELINO LEAL,1601,541,2021,1
BAIANOPOLIS,2655,1059,2021,1
BAIXA GRANDE,3809,1545,2021,1
BANZAE,1901,970,2021,1
BARRA,7456,3656,2021,1
BARRA DA ESTIVA,8330,2708,2021,1
BARRA DO CHOCA,5854,1761,2021,1
BARRA DO MENDES,2321,575,2021,1
BARRA DO ROCHA,775,294,2021,1
BARREIRAS,86895,25858,2021,1
BARRO ALTO,2369,826,2021,1
BARRO PRETO,702,216,2021,1
BARROCAS,5063,2077,2021,1
BELMONTE,2832,1106,2021,1
BELO CAMPO,3057,716,2021,1
BIRITINGA,2717,1219,2021,1
BOA NOVA,1505,367,2021,1
BOA VISTA DO TUPIM,2759,1221,2021,1
BOM JESUS DA LAPA,24463,13194,2021,1
BOM JESUS DA SERRA,1213,350,2021,1
BONINAL,3321,972,2021,1
BONITO,2304,452,2021,1
BOQUIRA,5123,2552,2021,1
BOTUPORA,2521,899,2021,1
BREJOES,2600,769,2021,1
BREJOLANDIA,2109,1309,2021,1
BROTAS DE MACAUBAS,2097,606,2021,1
BRUMADO,40985,16326,2021,1
BUERAREMA,3669,1363,2021,1
BURITIRAMA,1690,633,2021,1
CAATIBA,1062,470,2021,1
CABACEIRAS DO PARAGUACU,2756,1264,2021,1
CACHOEIRA,5948,1843,2021,1
CACULE,8519,2784,2021,1
CAEM,1912,891,2021,1
CAETANOS,1468,614,2021,1
CAETITE,18479,4715,2021,1
CAFARNAUM,3477,1383,2021,1
CAIRU,946,320,2021,1
CALDEIRAO GRANDE,2288,1113,2021,1
CAMACAN,6246,2331,2021,1
CAMACARI,100051,24130,2021,1
CAMAMU,6010,2439,2021,1
CAMPO ALEGRE DE LOURDES,2060,1350,2021,1
CAMPO FORMOSO,18040,7220,2021,1
CANAPOLIS,2049,1249,2021,1
CANARANA,5772,2110,2021,1
CANAVIEIRAS,5797,2539,2021,1
CANDEAL,1116,547,2021,1
CANDEIAS,28086,5604,2021,1
CANDIBA,3294,958,2021,1
CANDIDO SALES,5793,1470,2021,1
CANSANCAO,7647,2653,2021,1
CANUDOS,2830,1211,2021,1
CAPELA DO ALTO ALEGRE,2802,1315,2021,1
CAPIM GROSSO,15625,6498,2021,1
CARAIBAS,1389,338,2021,1
CARAVELAS,3358,1077,2021,1
CARDEAL DA SILVA,1356,482,2021,1
CARINHANHA,5821,2939,2021,1
CASA NOVA,14627,7230,2021,1
CASTRO ALVES,5979,2498,2021,1
CATOLANDIA,540,211,2021,1
CATU,17172,4527,2021,1
CATURAMA,2014,858,2021,1
CENTRAL,3415,1186,2021,1
CHORROCHO,1308,584,2021,1
CICERO DANTAS,9201,4421,2021,1
CIPO,5402,2678,2021,1
COARACI,4049,1303,2021,1
COCOS,4989,2402,2021,1
CONCEICAO DA FEIRA,5329,2234,2021,1
CONCEICAO DO ALMEIDA,3746,1431,2021,1
CONCEICAO DO COITE,24990,8549,2021,1
CONCEICAO DO JACUIPE,12447,4484,2021,1
CONDE,3766,1722,2021,1
CONDEUBA,3915,1224,2021,1
CONTENDAS DO SINCORA,903,411,2021,1
CORACAO DE MARIA,6288,2684,2021,1
CORDEIROS,1689,570,2021,1
CORIBE,3244,1523,2021,1
CORONEL JOAO SA,1870,1408,2021,1
CORRENTINA,9780,5074,2021,1
COTEGIPE,2258,955,2021,1
CRAVOLANDIA,711,292,2021,1
CRISOPOLIS,3874,2101,2021,1
CRISTOPOLIS,2885,927,2021,1
CRUZ DAS ALMAS,32093,13074,2021,1
CURACA,4065,2105,2021,1
DARIO MEIRA,1272,491,2021,1
DIAS D'AVILA,24088,4871,2021,1
DOM BASILIO,4710,2416,2021,1
DOM MACEDO COSTA,1123,479,2021,1
ELISIO MEDRADO,1958,824,2021,1
ENCRUZILHADA,2824,980,2021,1
ENTRE RIOS,9727,3465,2021,1
ERICO CARDOSO,2332,1077,2021,1
ESPLANADA,7181,2629,2021,1
EUCLIDES DA CUNHA,15110,6347,2021,1
EUNAPOLIS,51700,17623,2021,1
FATIMA,2223,1196,2021,1
FEIRA DA MATA,1174,577,2021,1
FEIRA DE SANTANA,303913,82280,2021,1
FILADELFIA,3887,1897,2021,1
FIRMINO ALVES,780,244,2021,1
FLORESTA AZUL,1511,506,2021,1
FORMOSA DO RIO PRETO,5453,2057,2021,1
GANDU,11005,3975,2021,1
GAVIAO,968,414,2021,1
GENTIO DO OURO,1699,649,2021,1
GLORIA,3786,1843,2021,1
GONGOGI,691,235,2021,1
GOVERNADOR MANGABEIRA,7353,2933,2021,1
GUAJERU,1281,423,2021,1
GUANAMBI,50838,20928,2021,1
GUARATINGA,3837,1886,2021,1
HELIOPOLIS,1674,764,2021,1
IACU,5680,2421,2021,1
IBIASSUCE,2905,928,2021,1
IBICARAI,5101,1542,2021,1
IBICOARA,5600,2065,2021,1
IBICUI,2810,1185,2021,1
IBIPEBA,2586,840,2021,1
IBIPITANGA,4632,2205,2021,1
IBIQUERA,535,219,2021,1
IBIRAPITANGA,2710,824,2021,1
IBIRAPUA,2069,761,2021,1
IBIRATAIA,4484,2023,2021,1
IBITIARA,4084,1563,2021,1
IBITITA,2980,921,2021,1
IBOTIRAMA,10806,4296,2021,1
ICHU,1952,921,2021,1
IGAPORA,3250,866,2021,1
IGRAPIUNA,1830,928,2021,1
IGUAI,3809,1573,2021,1
ILHEUS,46966,12772,2021,1
INHAMBUPE,9261,4180,2021,1
IPECAETA,1764,755,2021,1
IPIAU,15646,6260,2021,1
IPIRA,18201,9395,2021,1
IPUPIARA,2687,1122,2021,1
IRAJUBA,1184,426,2021,1
IRAMAIA,1405,555,2021,1
IRAQUARA,4979,1471,2021,1
IRARA,7620,3225,2021,1
IRECE,36159,13533,2021,1
ITABELA,8980,3697,2021,1
ITABERABA,25026,10190,2021,1
ITABUNA,81974,23185,2021,1
ITACARE,3125,1153,2021,1
ITAETE,2670,1248,2021,1
ITAGI,2025,1025,2021,1
ITAGIBA,2265,860,2021,1
ITAGIMIRIM,1461,448,2021,1
ITAGUACU DA BAHIA,1601,618,2021,1
ITAJU DO COLONIA,934,457,2021,1
ITAJUIPE,4254,1368,2021,1
ITAMARAJU,23503,9715,2021,1
ITAMARI,1538,794,2021,1
ITAMBE,3457,1129,2021,1
ITANAGRA,701,301,2021,1
ITANHEM,5075,2220,2021,1
ITAPARICA,3267,939,2021,1
ITAPE,1669,754,2021,1
ITAPEBI,1483,419,2021,1
ITAPETINGA,21348,8205,2021,1
ITAPICURU,2379,1125,2021,1
ITAPITANGA,994,434,2021,1
ITAQUARA,1176,363,2021,1
ITARANTIM,3544,1714,2021,1
ITATIM,5025,1941,2021,1
ITIRUCU,3059,1035,2021,1
ITIUBA,6965,3209,2021,1
ITORORO,3804,1164,2021,1
ITUACU,4778,1933,2021,1
ITUBERA,6205,2885,2021,1
IUIU,2302,1273,2021,1
JABORANDI,2249,1142,2021,1
JACARACI,2498,596,2021,1
JACOBINA,33605,13020,2021,1
JAGUAQUARA,14656,5749,2021,1
JAGUARARI,8726,2962,2021,1
JAGUARIPE,2127,948,2021,1
JANDAIRA,954,413,2021,1
JEQUIE,71619,27416,2021,1
JEREMOABO,8676,4953,2021,1
JIQUIRICA,3776,1940,2021,1
JITAUNA,2233,921,2021,1
JOAO DOURADO,5694,1947,2021,1
JUAZEIRO,109000,42907,2021,1
JUCURUCU,1488,946,2021,1
JUSSARA,3573,1633,2021,1
JUSSARI,934,437,2021,1
JUSSIAPE,2413,1242,2021,1
LAFAIETE COUTINHO,698,339,2021,1
LAGEDO DO TABOCAL,1438,556,2021,1
LAGOA REAL,2388,549,2021,1
LAJE,5376,2624,2021,1
LAJEDAO,881,249,2021,1
LAJEDINHO,564,229,2021,1
LAMARAO,1118,552,2021,1
LAPAO,5423,2025,2021,1
LAURO DE FREITAS,84165,13700,2021,1
LENCOIS,2998,1595,2021,1
LICINIO DE ALMEIDA,3198,1057,2021,1
LIVRAMENTO DE NOSSA SENHORA,18867,9967,2021,1
LUIS EDUARDO MAGALHAES,58221,12383,2021,1
MACAJUBA,1688,734,2021,1
MACARANI,3619,1774,2021,1
MACAUBAS,13340,6049,2021,1
MACURURE,831,337,2021,1
MADRE DE DEUS,3557,526,2021,1
MAETINGA,1078,324,2021,1
MAIQUINIQUE,1803,855,2021,1
MAIRI,3361,1215,2021,1
MALHADA,2637,1520,2021,1
MALHADA DE PEDRAS,2485,1010,2021,1
MANOEL VITORINO,1913,578,2021,1
MANSIDAO,727,276,2021,1
MARACAS,7121,2460,2021,1
MARAGOGIPE,6312,2943,2021,1
MARAU,1593,801,2021,1
MARCIONILIO SOUZA,1661,610,2021,1
MASCOTE,1595,576,2021,1
MATA DE SAO JOAO,11814,3843,2021,1
MATINA,1894,679,2021,1
MEDEIROS NETO,6690,2695,2021,1
MIGUEL CALMON,6035,2260,2021,1
MILAGRES,2786,814,2021,1
MIRANGABA,2517,1224,2021,1
MIRANTE,1270,408,2021,1
MONTE SANTO,8587,2718,2021,1
MORPARA,791,248,2021,1
MORRO DO CHAPEU,6596,1524,2021,1
MORTUGABA,2972,947,2021,1
MUCUGE,3450,981,2021,1
MUCURI,8779,2006,2021,1
MULUNGU DO MORRO,1954,589,2021,1
MUNDO NOVO,3323,1077,2021,1
MUNIZ FERREIRA,1732,674,2021,1
MUQUEM DO SAO FRANCISCO,1188,393,2021,1
MURITIBA,7462,3069,2021,1
MUTUIPE,8971,4235,2021,1
NAZARE,7982,3458,2021,1
NILO PECANHA,2040,1002,2021,1
NORDESTINA,2075,600,2021,1
NOVA CANAA,1849,609,2021,1
NOVA FATIMA,2279,868,2021,1
NOVA IBIA,975,447,2021,1
NOVA ITARANA,1005,304,2021,1
NOVA REDENCAO,1118,530,2021,1
NOVA SOURE,4596,2034,2021,1
NOVA VICOSA,8546,2427,2021,1
NOVO HORIZONTE,3868,1841,2021,1
NOVO TRIUNFO,1494,916,2021,1
OLINDINA,4895,2051,2021,1
OLIVEIRA DOS BREJINHOS,4829,1858,2021,1
OURICANGAS,817,272,2021,1
OUROLANDIA,3697,1450,2021,1
PALMAS DE MONTE ALTO,4535,1911,2021,1
PALMEIRAS,2547,827,2021,1
PARAMIRIM,7445,2760,2021,1
PARATINGA,4289,1902,2021,1
PARIPIRANGA,6858,4754,2021,1
PAU BRASIL,1929,989,2021,1
PAULO AFONSO,56946,19261,2021,1
PE DE SERRA,3018,1315,2021,1
PEDRAO,726,320,2021,1
PEDRO ALEXANDRE,936,616,2021,1
PIATA,4664,1213,2021,1
PILAO ARCADO,2420,922,2021,1
PINDAI,3386,1297,2021,1
PINDOBACU,3931,2040,2021,1
PINTADAS,2529,1155,2021,1
PIRAI DO NORTE,2441,1549,2021,1
PIRIPA,2254,792,2021,1
PIRITIBA,3836,1341,2021,1
PLANALTINO,1537,444,2021,1
PLANALTO,4511,1324,2021,1
POCOES,14462,4897,2021,1
POJUCA,11369,2868,2021,1
PONTO NOVO,3618,1511,2021,1
PORTO SEGURO,53311,19459,2021,1
POTIRAGUA,1509,685,2021,1
PRADO,5666,2353,2021,1
PRESIDENTE DUTRA,3827,1615,2021,1
PRESIDENTE JANIO QUADROS,1630,553,2021,1
PRESIDENTE TANCREDO NEVES,7252,3142,2021,1
QUEIMADAS,5269,1980,2021,1
QUIJINGUE,3084,1189,2021,1
QUIXABEIRA,2255,1086,2021,1
RAFAEL JAMBEIRO,3584,1541,2021,1
REMANSO,9222,4489,2021,1
RETIROLANDIA,4370,1711,2021,1
RIACHAO DAS NEVES,3180,1237,2021,1
RIACHAO DO JACUIPE,10817,4537,2021,1
RIACHO DE SANTANA,7374,2957,2021,1
RIBEIRA DO AMPARO,2155,1123,2021,1
RIBEIRA DO POMBAL,17701,6976,2021,1
RIBEIRAO DO LARGO,875,378,2021,1
RIO DE CONTAS,3973,1863,2021,1
RIO DO ANTONIO,3035,656,2021,1
RIO DO PIRES,3667,1552,2021,1
RIO REAL,10693,5946,2021,1
RODELAS,2305,1246,2021,1
RUY BARBOSA,7368,3083,2021,1
SALINAS DA MARGARIDA,1351,345,2021,1
SALVADOR,965759,147646,2021,1
SANTA BARBARA,4463,2039,2021,1
SANTA BRIGIDA,2383,1182,2021,1
SANTA CRUZ CABRALIA,6807,2361,2021,1
SANTA CRUZ DA VITORIA,623,185,2021,1
SANTA INES,1776,552,2021,1
SANTA LUZIA,1498,644,2021,1
SANTA MARIA DA VITORIA,14349,7056,2021,1
SANTA RITA DE CASSIA,4402,2046,2021,1
SANTA TERESINHA,1733,438,2021,1
SANTALUZ,8728,2889,2021,1
SANTANA,7520,4342,2021,1
SANTANOPOLIS,1678,739,2021,1
SANTO AMARO,11408,4428,2021,1
SANTO ANTONIO DE JESUS,55869,18530,2021,1
SANTO ESTEVAO,19292,8561,2021,1
SAO DESIDERIO,7733,2346,2021,1
SAO DOMINGOS,2249,780,2021,1
SAO FELIPE,6509,3048,2021,1
SAO FELIX,2733,721,2021,1
SAO FELIX DO CORIBE,6095,3001,2021,1
SAO FRANCISCO DO CONDE,8358,2652,2021,1
SAO GABRIEL,3952,1614,2021,1
SAO GONCALO DOS CAMPOS,8574,2767,2021,1
SAO JOSE DA VITORIA,968,386,2021,1
SAO JOSE DO JACUIPE,2502,1082,2021,1
SAO MIGUEL DAS MATAS,2275,1029,2021,1
SAO SEBASTIAO DO PASSE,9789,2717,2021,1
SAPEACU,5242,2334,2021,1
SATIRO DIAS,2334,1078,2021,1
SAUBARA,1531,569,2021,1
SAUDE,2567,1137,2021,1
SEABRA,20992,8268,2021,1
SEBASTIAO LARANJEIRAS,1674,701,2021,1
SENHOR DO BONFIM,27266,9922,2021,1
SENTO SE,3464,2124,2021,1
SERRA DO RAMALHO,6787,3793,2021,1
SERRA DOURADA,3746,2195,2021,1
SERRA PRETA,2903,1531,2021,1
SERRINHA,33739,13773,2021,1
SERROLANDIA,3487,1449,2021,1
SIMOES FILHO,42251,7935,2021,1
SITIO DO MATO,1622,933,2021,1
SITIO DO QUINTO,1879,1104,2021,1
SOBRADINHO,5856,2418,2021,1
SOUTO SOARES,3294,852,2021,1
TABOCAS DO BREJO VELHO,2131,1161,2021,1
TANHACU,6356,2332,2021,1
TANQUE NOVO,5091,1193,2021,1
TANQUINHO,1512,655,2021,1
TAPEROA,3715,1610,2021,1
TAPIRAMUTA,2037,551,2021,1
TEIXEIRA DE FREITAS,69459,23151,2021,1
TEODORO SAMPAIO,919,339,2021,1
TEOFILANDIA,5690,2482,2021,1
TEOLANDIA,3224,1481,2021,1
TERRA NOVA,1474,430,2021,1
TREMEDAL,2908,1071,2021,1
TUCANO,11843,4919,2021,1
UAUA,4975,1559,2021,1
UBAIRA,4635,1885,2021,1
UBAITABA,5614,1883,2021,1
UBATA,4626,1756,2021,1
UIBAI,3050,1004,2021,1
UMBURANAS,2094,681,2021,1
UNA,3545,1416,2021,1
URANDI,5291,2479,2021,1
URUCUCA,4216,1521,2021,1
UTINGA,3385,1129,2021,1
VALENCA,28495,10077,2021,1
VALENTE,7236,1861,2021,1
VARZEA DA ROCA,2901,1276,2021,1
VARZEA DO POCO,2410,1044,2021,1
VARZEA NOVA,2857,870,2021,1
VARZEDO,2237,1095,2021,1
VERA CRUZ,6896,2055,2021,1
VEREDA,1283,719,2021,1
VITORIA DA CONQUISTA,154908,43464,2021,1
WAGNER,1232,363,2021,1
WANDERLEY,2560,1170,2021,1
WENCESLAU GUIMARAES,4097,2055,2021,1
XIQUE-XIQUE,9661,5182,2021,1
ABAIARA,2779,1728,2021,1
ACARAPE,2988,1310,2021,1
ACARAU,17767,9379,2021,1
ACOPIARA,17379,10694,2021,1
AIUABA,3249,2323,2021,1
ALCANTARAS,4327,2579,2021,1
ALTANEIRA,1840,1126,2021,1
ALTO SANTO,4735,2809,2021,1
AMONTADA,9632,5780,2021,1
ANTONINA DO NORTE,2526,1583,2021,1
APUIARES,4425,2829,2021,1
AQUIRAZ,24816,9786,2021,1
ARACATI,25289,9761,2021,1
ARACOIABA,6725,3980,2021,1
ARARENDA,3561,2382,2021,1
ARARIPE,6644,4057,2021,1
ARATUBA,3350,2299,2021,1
ARNEIROZ,2002,1359,2021,1
ASSARE,6565,4183,2021,1
AURORA,6188,3978,2021,1
BAIXIO,1642,794,2021,1
BANABUIU,4470,2464,2021,1
BARBALHA,22951,11050,2021,1
BARREIRA,7521,3715,2021,1
BARRO,5371,2644,2021,1
BARROQUINHA,3333,2010,2021,1
BATURITE,11360,6643,2021,1
BEBERIBE,14095,5201,2021,1
BELA CRUZ,8607,5101,2021,1
BOA VIAGEM,21640,14166,2021,1
BREJO SANTO,21690,10716,2021,1
CAMOCIM,20451,10969,2021,1
CAMPOS SALES,12043,7631,2021,1
CANINDE,29506,17106,2021,1
CAPISTRANO,4477,2673,2021,1
CARIDADE,4956,3145,2021,1
CARIRE,5469,3559,2021,1
CARIRIACU,8497,5216,2021,1
CARIUS,4669,2838,2021,1
CARNAUBAL,5009,2239,2021,1
CASCAVEL,23026,8829,2021,1
CATARINA,3850,2647,2021,1
CATUNDA,2432,1476,2021,1
CAUCAIA,103720,40853,2021,1
CEDRO,9045,5685,2021,1
CHAVAL,2703,1654,2021,1
CHORO,3067,2119,2021,1
CHOROZINHO,6540,2390,2021,1
COREAU,5994,3315,2021,1
CRATEUS,34398,18647,2021,1
CRATO,56239,25103,2021,1
CROATA,5707,3105,2021,1
CRUZ,10900,5248,2021,1
DEPUTADO IRAPUAN PINHEIRO,3033,2252,2021,1
ERERE,1171,831,2021,1
EUSEBIO,28793,7214,2021,1
FARIAS BRITO,4813,3013,2021,1
FORQUILHA,7861,4492,2021,1
FORTALEZA,1157986,320477,2021,1
FORTIM,4316,1584,2021,1
FRECHEIRINHA,6207,3469,2021,1
GENERAL SAMPAIO,1819,1158,2021,1
GRACA,4513,3056,2021,1
GRANJA,11330,6742,2021,1
GRANJEIRO,593,292,2021,1
GROAIRAS,5361,3474,2021,1
GUAIUBA,4678,2466,2021,1
GUARACIABA DO NORTE,17491,8056,2021,1
GUARAMIRANGA,1990,1173,2021,1
HIDROLANDIA,6130,3522,2021,1
HORIZONTE,24879,10563,2021,1
IBARETAMA,3184,1883,2021,1
IBIAPINA,8173,3988,2021,1
IBICUITINGA,3686,2327,2021,1
ICAPUI,7081,4376,2021,1
ICO,25720,15442,2021,1
IGUATU,54050,27942,2021,1
INDEPENDENCIA,10997,6686,2021,1
IPAPORANGA,4038,2854,2021,1
IPAUMIRIM,9542,3698,2021,1
IPU,15376,7332,2021,1
IPUEIRAS,12057,7450,2021,1
IRACEMA,5721,4051,2021,1
IRAUCUBA,5529,3490,2021,1
