MUNICIPIO,TOTAL,MOTOCICLETA,ANO,MES
ICAPUI,7594,4570,2023,1
ICO,27496,16290,2023,1
IGUATU,57551,29311,2023,1
INDEPENDENCIA,11671,6989,2023,1
IPAPORANGA,4293,2992,2023,1
IPAUMIRIM,9473,3690,2023,1
IPU,16646,7765,2023,1
IPUEIRAS,12723,7767,2023,1
IRACEMA,5949,4232,2023,1
IRAUCUBA,6079,3796,2023,1
ITAICABA,3451,2030,2023,1
ITAITINGA,16917,7402,2023,1
ITAPAJE,18783,11534,2023,1
ITAPIPOCA,45471,25655,2023,1
ITAPIUNA,4515,2654,2023,1
ITAREMA,10935,5491,2023,1
ITATIRA,5546,3181,2023,1
JAGUARETAMA,6418,4065,2023,1
JAGUARIBARA,5025,2782,2023,1
JAGUARIBE,15988,9228,2023,1
JAGUARUANA,13575,8144,2023,1
JARDIM,10123,5662,2023,1
JATI,3025,1157,2023,1
JIJOCA DE JERICOACOARA,11189,5429,2023,1
JUAZEIRO DO NORTE,138219,62103,2023,1
JUCAS,7870,5058,2023,1
LAVRAS DA MANGABEIRA,8176,4912,2023,1
LIMOEIRO DO NORTE,36182,15478,2023,1
MADALENA,5222,3228,2023,1
MARACANAU,86680,32153,2023,1
MARANGUAPE,31983,13673,2023,1
MARCO,9003,4830,2023,1
MARTINOPOLE,2786,1697,2023,1
MASSAPE,11387,6928,2023,1
MAURITI,14125,7953,2023,1
MERUOCA,4891,2986,2023,1
MILAGRES,7896,3650,2023,1
MILHA,5752,4032,2023,1
MIRAIMA,2718,1827,2023,1
MISSAO VELHA,13936,7429,2023,1
MOMBACA,14150,8378,2023,1
MONSENHOR TABOSA,6348,4268,2023,1
MORADA NOVA,29025,14775,2023,1
MORAUJO,2461,1576,2023,1
MORRINHOS,6116,3156,2023,1
MUCAMBO,5327,3008,2023,1
MULUNGU,2772,1707,2023,1
NOVA OLINDA,4908,2741,2023,1
NOVA RUSSAS,13863,8020,2023,1
NOVO ORIENTE,13387,8291,2023,1
OCARA,8271,4371,2023,1
OROS,7288,4296,2023,1
PACAJUS,29291,10506,2023,1
PACATUBA,21049,8959,2023,1
PACOTI,3620,2273,2023,1
PACUJA,2078,1226,2023,1
PALHANO,4379,2606,2023,1
PALMACIA,2333,1426,2023,1
PARACURU,11440,4814,2023,1
PARAIPABA,10557,5314,2023,1
PARAMBU,12122,7617,2023,1
PARAMOTI,3259,2106,2023,1
PEDRA BRANCA,16454,10390,2023,1
PENAFORTE,4041,2184,2023,1
PENTECOSTE,14544,8017,2023,1
PEREIRO,12542,8457,2023,1
PINDORETAMA,6726,2654,2023,1
PIQUET CARNEIRO,4808,3135,2023,1
PIRES FERREIRA,2629,1600,2023,1
PORANGA,3989,2518,2023,1
PORTEIRAS,5145,2438,2023,1
POTENGI,2651,1649,2023,1
POTIRETAMA,1979,1352,2023,1
QUITERIANOPOLIS,8056,5186,2023,1
QUIXADA,35659,17142,2023,1
QUIXELO,6311,4468,2023,1
QUIXERAMOBIM,30438,17383,2023,1
QUIXERE,10935,5507,2023,1
REDENCAO,8881,4529,2023,1
RERIUTABA,6714,3872,2023,1
RUSSAS,41495,20778,2023,1
SABOEIRO,4174,2794,2023,1
SALITRE,3310,1774,2023,1
SANTA QUITERIA,16016,9226,2023,1
SANTANA DO ACARAU,8134,4700,2023,1
SANTANA DO CARIRI,4059,2319,2023,1
SAO BENEDITO,21167,9262,2023,1
SAO GONCALO DO AMARANTE,18330,7289,2023,1
SAO JOAO DO JAGUARIBE,3709,2038,2023,1
SAO LUIS DO CURU,3478,1843,2023,1
SENADOR POMPEU,9939,6371,2023,1
SENADOR SA,1769,1060,2023,1
SOBRAL,106399,49384,2023,1
SOLONOPOLE,7246,5003,2023,1
TABULEIRO DO NORTE,21190,9851,2023,1
TAMBORIL,9046,5463,2023,1
TARRAFAS,2399,1565,2023,1
TAUA,27780,16197,2023,1
TEJUCUOCA,4163,2651,2023,1
TIANGUA,44265,17167,2023,1
TRAIRI,14282,7503,2023,1
TURURU,4425,2609,2023,1
UBAJARA,13854,6543,2023,1
UMARI,1338,708,2023,1
UMIRIM,4035,2205,2023,1
URUBURETAMA,5734,3923,2023,1
URUOCA,3860,2365,2023,1
VARJOTA,8693,4732,2023,1
VARZEA ALEGRE,17555,10722,2023,1
VICOSA DO CEARA,20358,10771,2023,1
BRASILIA,2025486,232043,2023,1
AFONSO CLAUDIO,22662,7844,2023,1
AGUA DOCE DO NORTE,6496,2735,2023,1
AGUIA BRANCA,6509,2664,2023,1
ALEGRE,15384,4312,2023,1
ALFREDO CHAVES,11344,2580,2023,1
ALTO RIO NOVO,4070,1311,2023,1
ANCHIETA,14756,2711,2023,1
APIACA,5156,1203,2023,1
ARACRUZ,52359,9974,2023,1
ATILIO VIVACQUA,6426,2247,2023,1
BAIXO GUANDU,23590,6838,2023,1
BARRA DE SAO FRANCISCO,27132,8726,2023,1
BOA ESPERANCA,7506,3113,2023,1
BOM JESUS DO NORTE,14087,3173,2023,1
BREJETUBA,8615,2978,2023,1
CACHOEIRO DE ITAPEMIRIM,126429,28409,2023,1
CARIACICA,188176,41545,2023,1
CASTELO,29567,6668,2023,1
COLATINA,74193,17779,2023,1
CONCEICAO DA BARRA,10109,2207,2023,1
CONCEICAO DO CASTELO,9509,2308,2023,1
DIVINO DE SAO LOURENCO,2825,982,2023,1
DOMINGOS MARTINS,29124,9235,2023,1
DORES DO RIO PRETO,5344,1142,2023,1
ECOPORANGA,10563,4327,2023,1
FUNDAO,8996,1766,2023,1
GOVERNADOR LINDENBERG,7793,3047,2023,1
GUACUI,21567,4897,2023,1
GUARAPARI,81611,15203,2023,1
IBATIBA,19770,6745,2023,1
IBIRACU,6648,1163,2023,1
IBITIRAMA,5766,2069,2023,1
ICONHA,13369,3229,2023,1
IRUPI,9817,3278,2023,1
ITAGUACU,8565,3172,2023,1
ITAPEMIRIM,18611,5443,2023,1
ITARANA,8490,2735,2023,1
IUNA,18257,5968,2023,1
JAGUARE,17277,5854,2023,1
JERONIMO MONTEIRO,6480,2090,2023,1
JOAO NEIVA,8861,1566,2023,1
LARANJA DA TERRA,8779,4145,2023,1
LINHARES,91517,19785,2023,1
MANTENOPOLIS,7081,2083,2023,1
MARATAIZES,24046,5726,2023,1
MARECHAL FLORIANO,13923,3753,2023,1
MARILANDIA,9192,3546,2023,1
MIMOSO DO SUL,14567,4572,2023,1
MONTANHA,8451,2460,2023,1
MUCURICI,2350,677,2023,1
MUNIZ FREIRE,11054,4019,2023,1
MUQUI,8097,2427,2023,1
NOVA VENECIA,29489,9648,2023,1
PANCAS,9652,3830,2023,1
PEDRO CANARIO,11708,2539,2023,1
PINHEIROS,10090,3178,2023,1
PIUMA,13238,2485,2023,1
PONTO BELO,3047,890,2023,1
PRESIDENTE KENNEDY,9969,2870,2023,1
RIO BANANAL,16220,5915,2023,1
RIO NOVO DO SUL,7867,2718,2023,1
SANTA LEOPOLDINA,7852,3067,2023,1
SANTA MARIA DE JETIBA,40258,12058,2023,1
SANTA TERESA,17830,5342,2023,1
SAO DOMINGOS DO NORTE,6002,2016,2023,1
SAO GABRIEL DA PALHA,24665,8173,2023,1
SAO JOSE DO CALCADO,5811,1567,2023,1
SAO MATEUS,62058,15269,2023,1
SAO ROQUE DO CANAA,7720,3137,2023,1
SERRA,240885,38772,2023,1
SOORETAMA,11167,3534,2023,1
VARGEM ALTA,13400,3598,2023,1
VENDA NOVA DO IMIGRANTE,19943,3919,2023,1
VIANA,36923,7450,2023,1
VILA PAVAO,6426,2920,2023,1
VILA VALERIO,11744,5212,2023,1
VILA VELHA,250603,42534,2023,1
VITORIA,206529,24808,2023,1
ABADIA DE GOIAS,6057,1378,2023,1
ABADIANIA,6976,1338,2023,1
ACREUNA,14151,2568,2023,1
ADELANDIA,1445,349,2023,1
AGUA FRIA DE GOIAS,1349,249,2023,1
AGUA LIMPA,947,171,2023,1
AGUAS LINDAS DE GOIAS,40565,7049,2023,1
ALEXANIA,15130,2573,2023,1
ALOANDIA,1341,379,2023,1
ALTO HORIZONTE,3174,656,2023,1
ALTO PARAISO DE GOIAS,3245,645,2023,1
ALVORADA DO NORTE,4586,958,2023,1
AMARALINA,878,279,2023,1
AMERICANO DO BRASIL,3329,885,2023,1
AMORINOPOLIS,1795,532,2023,1
ANAPOLIS,312182,59237,2023,1
ANHANGUERA,603,121,2023,1
ANICUNS,13510,2680,2023,1
APARECIDA DE GOIANIA,346592,97856,2023,1
APARECIDA DO RIO DOCE,1595,286,2023,1
APORE,2227,358,2023,1
ARACU,2385,568,2023,1
ARAGARCAS,16355,3964,2023,1
ARAGOIANIA,5491,1501,2023,1
ARAGUAPAZ,4286,1188,2023,1
ARENOPOLIS,1374,355,2023,1
ARUANA,3429,918,2023,1
AURILANDIA,1706,433,2023,1
AVELINOPOLIS,1495,359,2023,1
BALIZA,492,118,2023,1
BARRO ALTO,6156,902,2023,1
BELA VISTA DE GOIAS,20847,5624,2023,1
BOM JARDIM DE GOIAS,4659,1257,2023,1
BOM JESUS,17557,2642,2023,1
BONFINOPOLIS,4172,1158,2023,1
BONOPOLIS,1106,452,2023,1
BRAZABRANTES,1715,394,2023,1
BRITANIA,3406,739,2023,1
BURITI ALEGRE,6732,950,2023,1
BURITI DE GOIAS,2042,629,2023,1
BURITINOPOLIS,1163,316,2023,1
CABECEIRAS,3314,590,2023,1
CACHOEIRA ALTA,6254,1080,2023,1
CACHOEIRA DE GOIAS,689,154,2023,1
CACHOEIRA DOURADA,4495,742,2023,1
CACU,9229,1474,2023,1
CAIAPONIA,10103,1794,2023,1
CALDAS NOVAS,72477,19775,2023,1
CALDAZINHA,2328,882,2023,1
CAMPESTRE DE GOIAS,1836,514,2023,1
CAMPINACU,1653,513,2023,1
CAMPINORTE,7421,1717,2023,1
CAMPO ALEGRE DE GOIAS,3867,605,2023,1
CAMPO LIMPO DE GOIAS,3475,700,2023,1
CAMPOS BELOS,12629,3629,2023,1
CAMPOS VERDES,1902,632,2023,1
CARMO DO RIO VERDE,5701,1578,2023,1
CASTELANDIA,1753,358,2023,1
CATALAO,92759,18311,2023,1
CATURAI,2845,614,2023,1
CAVALCANTE,2197,666,2023,1
CERES,21661,6030,2023,1
CEZARINA,5140,1080,2023,1
CHAPADAO DO CEU,8509,1045,2023,1
CIDADE OCIDENTAL,13614,3146,2023,1
COCALZINHO DE GOIAS,6227,1047,2023,1
COLINAS DO SUL,991,221,2023,1
CORREGO DO OURO,1370,403,2023,1
CORUMBA DE GOIAS,4996,1222,2023,1
CORUMBAIBA,5218,1115,2023,1
CRISTALINA,35691,4679,2023,1
CRISTIANOPOLIS,2294,479,2023,1
CRIXAS,10172,2569,2023,1
CROMINIA,2470,579,2023,1
CUMARI,1774,439,2023,1
DAMIANOPOLIS,1228,318,2023,1
DAMOLANDIA,1947,481,2023,1
DAVINOPOLIS,1055,203,2023,1
DIORAMA,1170,425,2023,1
DIVINOPOLIS DE GOIAS,1041,243,2023,1
DOVERLANDIA,5286,1693,2023,1
EDEALINA,2427,514,2023,1
EDEIA,8408,1541,2023,1
ESTRELA DO NORTE,1921,708,2023,1
FAINA,2825,815,2023,1
FAZENDA NOVA,3526,1436,2023,1
FIRMINOPOLIS,6697,1492,2023,1
FLORES DE GOIAS,1683,544,2023,1
FORMOSA,81824,13821,2023,1
FORMOSO,2951,1087,2023,1
GAMELEIRA DE GOIAS,1349,284,2023,1
GOIANAPOLIS,7696,1555,2023,1
GOIANDIRA,3049,566,2023,1
GOIANESIA,52411,11117,2023,1
GOIANIA,1293781,265388,2023,1
GOIANIRA,28304,7325,2023,1
GOIAS,14353,3631,2023,1
GOIATUBA,29343,5284,2023,1
GOUVELANDIA,2002,375,2023,1
GUAPO,9121,2067,2023,1
GUARAITA,1222,366,2023,1
GUARANI DE GOIAS,1339,438,2023,1
GUARINOS,650,171,2023,1
HEITORAI,1993,627,2023,1
HIDROLANDIA,14385,3254,2023,1
HIDROLINA,1711,470,2023,1
IACIARA,4327,1122,2023,1
INACIOLANDIA,2668,618,2023,1
INDIARA,8695,1514,2023,1
INHUMAS,43212,7734,2023,1
IPAMERI,16032,2575,2023,1
IPIRANGA DE GOIAS,1544,515,2023,1
IPORA,32226,8619,2023,1
ISRAELANDIA,1299,379,2023,1
ITABERAI,34130,7136,2023,1
ITAGUARI,3431,715,2023,1
ITAGUARU,3815,977,2023,1
ITAJA,3145,527,2023,1
ITAPACI,12245,3248,2023,1
ITAPIRAPUA,4721,1519,2023,1
ITAPURANGA,23377,6458,2023,1
ITARUMA,2921,536,2023,1
ITAUCU,4418,677,2023,1
ITUMBIARA,94482,17690,2023,1
IVOLANDIA,871,248,2023,1
JANDAIA,3770,873,2023,1
JARAGUA,28905,5826,2023,1
JATAI,88643,17586,2023,1
JAUPACI,1578,528,2023,1
JESUPOLIS,889,182,2023,1
JOVIANIA,5667,960,2023,1
JUSSARA,17930,4990,2023,1
LAGOA SANTA,658,105,2023,1
LEOPOLDO DE BULHOES,4085,945,2023,1
LUZIANIA,74865,15338,2023,1
MAIRIPOTABA,1406,344,2023,1
MAMBAI,3084,771,2023,1
MARA ROSA,6254,1693,2023,1
MARZAGAO,1340,281,2023,1
MATRINCHA,2188,749,2023,1
MAURILANDIA,6871,1227,2023,1
MIMOSO DE GOIAS,407,90,2023,1
MINACU,21882,7242,2023,1
MINEIROS,51385,11389,2023,1
MOIPORA,762,169,2023,1
MONTE ALEGRE DE GOIAS,1550,528,2023,1
MONTES CLAROS DE GOIAS,5041,1523,2023,1
MONTIVIDIU,8583,1363,2023,1
MONTIVIDIU DO NORTE,1576,611,2023,1
MORRINHOS,36978,7358,2023,1
MORRO AGUDO DE GOIAS,1605,525,2023,1
MOSSAMEDES,2575,649,2023,1
MOZARLANDIA,9778,2999,2023,1
MUNDO NOVO,2992,785,2023,1
MUTUNOPOLIS,2102,815,2023,1
NAZARIO,4120,703,2023,1
NEROPOLIS,19301,4325,2023,1
NIQUELANDIA,23787,4294,2023,1
NOVA AMERICA,1515,454,2023,1
NOVA AURORA,1405,385,2023,1
NOVA CRIXAS,6432,1731,2023,1
NOVA GLORIA,4976,1354,2023,1
NOVA IGUACU DE GOIAS,1252,351,2023,1
NOVA ROMA,927,279,2023,1
NOVA VENEZA,4894,1032,2023,1
NOVO BRASIL,2226,755,2023,1
NOVO GAMA,18082,3248,2023,1
NOVO PLANALTO,1850,510,2023,1
ORIZONA,11386,2570,2023,1
OURO VERDE DE GOIAS,2082,393,2023,1
OUVIDOR,3738,572,2023,1
PADRE BERNARDO,8342,1208,2023,1
PALESTINA DE GOIAS,1462,498,2023,1
PALMEIRAS DE GOIAS,19737,4299,2023,1
PALMELO,1236,285,2023,1
PALMINOPOLIS,2698,798,2023,1
PANAMA,1273,223,2023,1
PARANAIGUARA,5362,720,2023,1
PARAUNA,8633,2061,2023,1
PEROLANDIA,1462,202,2023,1
PETROLINA DE GOIAS,5000,1045,2023,1
PILAR DE GOIAS,945,217,2023,1
PIRACANJUBA,19396,4224,2023,1
PIRANHAS,8341,2185,2023,1
PIRENOPOLIS,15042,4185,2023,1
PIRES DO RIO,24855,4880,2023,1
PLANALTINA,26006,4631,2023,1
PONTALINA,13331,3066,2023,1
PORANGATU,38701,10731,2023,1
PORTEIRAO,2067,286,2023,1
PORTELANDIA,1718,325,2023,1
POSSE,21283,4188,2023,1
PROFESSOR JAMIL,1413,308,2023,1
QUIRINOPOLIS,40205,7814,2023,1
RIALMA,9240,2093,2023,1
RIANAPOLIS,3141,819,2023,1
RIO QUENTE,2241,458,2023,1
RIO VERDE,172289,36691,2023,1
RUBIATABA,15147,3833,2023,1
SANCLERLANDIA,6344,1654,2023,1
SANTA BARBARA DE GOIAS,3401,655,2023,1
SANTA CRUZ DE GOIAS,961,175,2023,1
SANTA FE DE GOIAS,2810,896,2023,1
SANTA HELENA DE GOIAS,29900,4610,2023,1
SANTA ISABEL,1562,517,2023,1
SANTA RITA DO ARAGUAIA,4666,1449,2023,1
SANTA RITA DO NOVO DESTINO,719,151,2023,1
SANTA ROSA DE GOIAS,1872,448,2023,1
SANTA TEREZA DE GOIAS,2092,538,2023,1
SANTA TEREZINHA DE GOIAS,5561,1856,2023,1
SANTO ANTONIO DA BARRA,1687,399,2023,1
SANTO ANTONIO DE GOIAS,3540,668,2023,1
SANTO ANTONIO DO DESCOBERTO,13157,3177,2023,1
SAO DOMINGOS,2738,916,2023,1
SAO FRANCISCO DE GOIAS,2960,703,2023,1
SAO JOAO D'ALIANCA,3721,580,2023,1
SAO JOAO DA PARAUNA,1236,356,2023,1
SAO LUIS DE MONTES BELOS,27751,6438,2023,1
SAO LUIZ DO NORTE,2271,561,2023,1
SAO MIGUEL DO ARAGUAIA,16362,3676,2023,1
SAO MIGUEL DO PASSA QUATRO,1942,530,2023,1
SAO PATRICIO,1054,309,2023,1
SAO SIMAO,10693,1969,2023,1
SENADOR CANEDO,69325,19781,2023,1
SERRANOPOLIS,3705,571,2023,1
SILVANIA,14794,2979,2023,1
SIMOLANDIA,3071,670,2023,1
SITIO D'ABADIA,652,174,2023,1
TAQUARAL DE GOIAS,2139,423,2023,1
TERESINA DE GOIAS,686,161,2023,1
TEREZOPOLIS DE GOIAS,3411,679,2023,1
TRES RANCHOS,1643,292,2023,1
TRINDADE,76503,20532,2023,1
TROMBAS,1723,729,2023,1
TURVANIA,2964,709,2023,1
TURVELANDIA,2037,252,2023,1
UIRAPURU,1120,314,2023,1
URUACU,33011,7554,2023,1
URUANA,9891,2397,2023,1
URUTAI,1740,368,2023,1
VALPARAISO DE GOIAS,41382,6964,2023,1
VARJAO,2385,711,2023,1
VIANOPOLIS,11962,1901,2023,1
VICENTINOPOLIS,6080,1174,2023,1
VILA BOA,962,216,2023,1
VILA PROPICIO,1237,236,2023,1
ACAILANDIA,50245,20580,2023,1
AFONSO CUNHA,756,541,2023,1
AGUA DOCE DO MARANHAO,754,540,2023,1
ALCANTARA,2317,1370,2023,1
ALDEIAS ALTAS,3478,2371,2023,1
ALTAMIRA DO MARANHAO,1621,1027,2023,1
ALTO ALEGRE DO MARANHAO,5014,3027,2023,1
ALTO ALEGRE DO PINDARE,4293,3213,2023,1
ALTO PARNAIBA,2919,1561,2023,1
AMAPA DO MARANHAO,953,628,2023,1
AMARANTE DO MARANHAO,9392,6677,2023,1
ANAJATUBA,4428,2933,2023,1
ANAPURUS,2543,1171,2023,1
APICUM-ACU,1418,745,2023,1
ARAGUANA,1704,1081,2023,1
ARAIOSES,2038,1552,2023,1
ARAME,6546,4629,2023,1
ARARI,7681,4474,2023,1
AXIXA,2586,1836,2023,1
BACABAL,46765,25463,2023,1
BACABEIRA,3852,1418,2023,1
BACURI,1327,729,2023,1
BACURITUBA,848,673,2023,1
BALSAS,69542,28792,2023,1
BARAO DE GRAJAU,3038,1907,2023,1
BARRA DO CORDA,36286,23139,2023,1
BARREIRINHAS,10325,6359,2023,1
BELA VISTA DO MARANHAO,3053,1845,2023,1
BELAGUA,501,276,2023,1
BENEDITO LEITE,304,179,2023,1
BEQUIMAO,3539,2199,2023,1
BERNARDO DO MEARIM,1890,1305,2023,1
BOA VISTA DO GURUPI,742,434,2023,1
BOM JARDIM,7943,5633,2023,1
BOM JESUS DAS SELVAS,5895,4060,2023,1
BOM LUGAR,2856,1993,2023,1
BREJO,4127,2216,2023,1
BREJO DE AREIA,1828,1501,2023,1
BURITI,4075,2981,2023,1
BURITI BRAVO,4021,2902,2023,1
BURITICUPU,20360,13505,2023,1
BURITIRANA,2901,2041,2023,1
CACHOEIRA GRANDE,901,608,2023,1
CAJAPIO,1281,963,2023,1
CAJARI,1884,1403,2023,1
CAMPESTRE DO MARANHAO,3607,1900,2023,1
CANDIDO MENDES,1462,1116,2023,1
CANTANHEDE,2401,1438,2023,1
CAPINZAL DO NORTE,3009,2028,2023,1
CAROLINA,8826,4004,2023,1
CARUTAPERA,2797,1849,2023,1
CAXIAS,62114,36973,2023,1
CEDRAL,1308,820,2023,1
CENTRAL DO MARANHAO,748,473,2023,1
CENTRO DO GUILHERME,1460,1028,2023,1
CENTRO NOVO DO MARANHAO,2222,1496,2023,1
CHAPADINHA,25254,14422,2023,1
CIDELANDIA,3906,2227,2023,1
CODO,39325,26959,2023,1
COELHO NETO,12214,8693,2023,1
COLINAS,10834,7327,2023,1
CONCEICAO DO LAGO-ACU,1568,1055,2023,1
COROATA,12243,7787,2023,1
CURURUPU,3768,2457,2023,1
DAVINOPOLIS,3644,1868,2023,1
DOM PEDRO,10031,5550,2023,1
DUQUE BACELAR,1113,795,2023,1
ESPERANTINOPOLIS,6232,4791,2023,1
ESTREITO,14356,6869,2023,1
FEIRA NOVA DO MARANHAO,1675,1054,2023,1
FERNANDO FALCAO,1289,875,2023,1
FORMOSA DA SERRA NEGRA,4847,3214,2023,1
FORTALEZA DOS NOGUEIRAS,4845,2786,2023,1
FORTUNA,3401,2285,2023,1
GODOFREDO VIANA,1195,794,2023,1
GONCALVES DIAS,3451,2080,2023,1
GOVERNADOR ARCHER,1961,1306,2023,1
GOVERNADOR EDISON LOBAO,4226,2030,2023,1
GOVERNADOR EUGENIO BARROS,2861,1686,2023,1
GOVERNADOR LUIZ ROCHA,1437,876,2023,1
GOVERNADOR NEWTON BELLO,1981,1476,2023,1
GOVERNADOR NUNES FREIRE,4788,2786,2023,1
GRACA ARANHA,1596,934,2023,1
GRAJAU,25042,14301,2023,1
GUIMARAES,1272,764,2023,1
HUMBERTO DE CAMPOS,1721,912,2023,1
ICATU,1996,1374,2023,1
IGARAPE DO MEIO,2881,1837,2023,1
IGARAPE GRANDE,3321,2313,2023,1
IMPERATRIZ,177926,62299,2023,1
ITAIPAVA DO GRAJAU,1531,1048,2023,1
ITAPECURU MIRIM,16610,8897,2023,1
ITINGA DO MARANHAO,9885,4942,2023,1
JATOBA,1037,610,2023,1
JENIPAPO DOS VIEIRAS,2101,1446,2023,1
JOAO LISBOA,7596,3940,2023,1
JOSELANDIA,4227,3009,2023,1
JUNCO DO MARANHAO,940,592,2023,1
LAGO DA PEDRA,19317,13895,2023,1
LAGO DO JUNCO,1966,1460,2023,1
LAGO DOS RODRIGUES,3775,2846,2023,1
LAGO VERDE,3083,2036,2023,1
LAGOA DO MATO,2156,1745,2023,1
LAGOA GRANDE DO MARANHAO,1967,1512,2023,1
LAJEADO NOVO,1797,1023,2023,1
LIMA CAMPOS,4201,2670,2023,1
LORETO,2123,1252,2023,1
LUIS DOMINGUES,851,601,2023,1
MAGALHAES DE ALMEIDA,1202,823,2023,1
MARACACUME,4936,3057,2023,1
MARAJA DO SENA,1004,858,2023,1
MARANHAOZINHO,1822,1093,2023,1
MATA ROMA,2900,1562,2023,1
MATINHA,4565,3089,2023,1
MATOES,3399,2369,2023,1
MATOES DO NORTE,846,454,2023,1
MILAGRES DO MARANHAO,406,213,2023,1
MIRADOR,2669,1710,2023,1
MIRANDA DO NORTE,4214,1917,2023,1
MIRINZAL,2688,1606,2023,1
MONCAO,3232,2299,2023,1
MONTES ALTOS,2206,1333,2023,1
MORROS,2741,1818,2023,1
NINA RODRIGUES,1135,756,2023,1
NOVA COLINAS,1174,683,2023,1
NOVA IORQUE,679,381,2023,1
NOVA OLINDA DO MARANHAO,2965,1819,2023,1
OLHO D'AGUA DAS CUNHAS,6364,3885,2023,1
OLINDA NOVA DO MARANHAO,1979,1348,2023,1
PACO DO LUMIAR,33727,12202,2023,1
PALMEIRANDIA,2760,1946,2023,1
PARAIBANO,6331,4348,2023,1
PARNARAMA,3148,1992,2023,1
PASSAGEM FRANCA,3920,2922,2023,1
PASTOS BONS,5309,2913,2023,1
PAULINO NEVES,856,409,2023,1
PAULO RAMOS,5857,4463,2023,1
PEDREIRAS,21632,12394,2023,1
PEDRO DO ROSARIO,2813,2208,2023,1
PENALVA,3881,2841,2023,1
PERI MIRIM,2240,1504,2023,1
PERITORO,4897,3059,2023,1
PINDARE MIRIM,7686,4731,2023,1
PINHEIRO,29616,16485,2023,1
PIO XII,6643,4100,2023,1
PIRAPEMAS,1810,1257,2023,1
POCAO DE PEDRAS,5912,4591,2023,1
PORTO FRANCO,8217,3615,2023,1
PORTO RICO DO MARANHAO,763,527,2023,1
PRESIDENTE DUTRA,21453,11179,2023,1
PRESIDENTE JUSCELINO,1266,797,2023,1
PRESIDENTE MEDICI,1081,711,2023,1
PRESIDENTE SARNEY,2470,1784,2023,1
PRESIDENTE VARGAS,1588,1018,2023,1
PRIMEIRA CRUZ,305,142,2023,1
RAPOSA,6684,3081,2023,1
RIACHAO,5810,3341,2023,1
RIBAMAR FIQUENE,1705,892,2023,1
ROSARIO,8693,4134,2023,1
SAMBAIBA,942,557,2023,1
SANTA FILOMENA DO MARANHAO,1352,817,2023,1
SANTA HELENA,6047,3194,2023,1
SANTA INES,39268,19739,2023,1
SANTA LUZIA,15704,9697,2023,1
SANTA LUZIA DO PARUA,6576,4109,2023,1
SANTA QUITERIA DO MARANHAO,3145,1835,2023,1
SANTA RITA,9534,5541,2023,1
SANTANA DO MARANHAO,645,361,2023,1
SANTO AMARO DO MARANHAO,681,245,2023,1
SANTO ANTONIO DOS LOPES,4514,2812,2023,1
SAO BENEDITO DO RIO PRETO,1949,1024,2023,1
SAO BENTO,8061,5363,2023,1
SAO BERNARDO,3753,2379,2023,1
SAO DOMINGOS DO AZEITAO,1907,796,2023,1
SAO DOMINGOS DO MARANHAO,10970,6187,2023,1
SAO FELIX DE BALSAS,465,239,2023,1
SAO FRANCISCO DO BREJAO,2222,1265,2023,1
SAO FRANCISCO DO MARANHAO,469,282,2023,1
SAO JOAO BATISTA,3124,2396,2023,1
SAO JOAO DO CARU,1701,1381,2023,1
SAO JOAO DO PARAISO,2981,1670,2023,1
SAO JOAO DO SOTER,2015,1370,2023,1
SAO JOAO DOS PATOS,12055,7859,2023,1
SAO JOSE DE RIBAMAR,52864,20437,2023,1
SAO JOSE DOS BASILIOS,1506,1045,2023,1
SAO LUIS,455107,122306,2023,1
SAO LUIS GONZAGA DO MARANHAO,4131,3004,2023,1
SAO MATEUS DO MARANHAO,11323,6491,2023,1
SAO PEDRO DA AGUA BRANCA,2679,1536,2023,1
SAO PEDRO DOS CRENTES,1324,734,2023,1
SAO RAIMUNDO DAS MANGABEIRAS,5953,2880,2023,1
SAO RAIMUNDO DO DOCA BEZERRA,1014,776,2023,1
SAO ROBERTO,1340,1107,2023,1
SAO VICENTE FERRER,2849,2048,2023,1
SATUBINHA,1344,928,2023,1
SENADOR ALEXANDRE COSTA,1691,1112,2023,1
SENADOR LA ROCQUE,5909,4049,2023,1
SERRANO DO MARANHAO,506,329,2023,1
SITIO NOVO,4680,2872,2023,1
SUCUPIRA DO NORTE,1708,1164,2023,1
SUCUPIRA DO RIACHAO,1127,801,2023,1
TASSO FRAGOSO,2376,1226,2023,1
TIMBIRAS,4115,2752,2023,1
TIMON,55964,33944,2023,1
TRIZIDELA DO VALE,9742,6065,2023,1
TUFILANDIA,1023,678,2023,1
TUNTUM,9031,5295,2023,1
TURIACU,3695,2592,2023,1
TURILANDIA,2363,1397,2023,1
TUTOIA,5304,2975,2023,1
URBANO SANTOS,3893,2267,2023,1
VARGEM GRANDE,7911,5093,2023,1
VIANA,13067,9124,2023,1
VILA NOVA DOS MARTIRIOS,2385,1330,2023,1
VITORIA DO MEARIM,6349,3508,2023,1
VITORINO FREIRE,10730,7287,2023,1
ZE DOCA,16647,11468,2023,1
ABADIA DOS DOURADOS,4816,1110,2023,1
ABAETE,14476,2387,2023,1
ABRE CAMPO,7144,2075,2023,1
ACAIACA,1971,627,2023,1
ACUCENA,3859,1748,2023,1
AGUA BOA,4762,2311,2023,1
AGUA COMPRIDA,1091,141,2023,1
AGUANIL,1967,339,2023,1
AGUAS FORMOSAS,6728,2564,2023,1
